agent_type,reward_function,run_number,avg_final_state,avg_avg_state,avg_accuracy,avg_engagement,avg_questions_answered,avg_total_reward
bandit,correctness,1,2.0625,1.9904581284767124,0.3698166656818329,0.217563848834574,33.605,0.3698166656818329
bandit,correctness,2,2.0625,1.9828840178097307,0.38241403444139693,0.22569073002524426,34.41,0.38241403444139693
bandit,correctness,3,2.0975,2.0108221280365575,0.3649286289115149,0.22212761166837772,31.305,0.3649286289115149
bandit,correctness,4,2.0925,2.0034039785237887,0.3770818577373906,0.23115439697323723,37.6925,0.3770818577373906
bandit,correctness,5,2.0675,1.9829139091681345,0.34576449331558057,0.21306512444786882,31.6775,0.34576449331558057
bandit,correctness,6,2.0725,1.976733856749067,0.3740146780820032,0.23173897891950163,37.8775,0.3740146780820032
bandit,correctness,7,2.1675,2.064556421865137,0.3519226119023825,0.21465998797114202,32.7625,0.3519226119023825
bandit,correctness,8,2.02,1.9563557453914142,0.3970256659352479,0.24241969589154622,40.1575,0.3970256659352479
bandit,correctness,9,2.07,2.0242819769407743,0.37709201304834716,0.21344066507953804,32.86,0.37709201304834716
bandit,correctness,10,2.135,2.0554444595897157,0.3763204676900871,0.22220727087428124,35.5475,0.3763204676900871
bandit,correctness,11,2.1375,2.075669605882508,0.36135933336105863,0.21222274500111674,37.17,0.36135933336105863
bandit,correctness,12,2.1425,2.060421105008363,0.3578719440936437,0.22047676060105836,35.7225,0.3578719440936437
bandit,correctness,13,2.1275,2.0149991387565347,0.38753914129161304,0.2482269441340319,39.175,0.38753914129161304
bandit,correctness,14,2.1175,2.0233083723322456,0.36357830549827463,0.2101384279467583,31.725,0.36357830549827463
bandit,correctness,15,2.14,2.0553796860309688,0.371997734289235,0.2203212839688674,37.475,0.371997734289235
bandit,correctness,16,2.105,1.9599260209691756,0.3833615817815226,0.24153768181436353,43.26,0.3833615817815226
bandit,correctness,17,2.0825,2.017492545395464,0.36622283963600355,0.2310375152382758,37.225,0.36622283963600355
bandit,correctness,18,2.085,2.0351747628254446,0.35279720868649606,0.19685418175021108,26.895,0.35279720868649606
bandit,correctness,19,2.0975,2.0382252440868944,0.36129400891949404,0.2168796453537587,33.2525,0.36129400891949404
bandit,correctness,20,2.03,1.945346147703408,0.3937077288445376,0.22523114629696273,34.085,0.3937077288445376
bandit,correctness,21,2.0825,2.021679222084071,0.35404606233146974,0.20034070601106171,28.93,0.35404606233146974
bandit,correctness,22,2.1925,2.091877142345939,0.37932795387279966,0.22650715603725735,38.475,0.37932795387279966
bandit,correctness,23,2.18,2.103125840070788,0.353157688203638,0.22096974356650334,36.88,0.353157688203638
bandit,correctness,24,2.1375,2.0813713109473357,0.3533637075711048,0.21305878459687147,35.98,0.3533637075711048
