reward_function,student_type,agent_type,run,final_state,avg_state,accuracy,engagement,questions_answered,avg_total_reward
engagement,STEADY,pomdp,46,1.725,1.8090447824183773,0.6295510693365456,0.7866388217676682,170.065,0.7866388217676682
engagement,STEADY,pomdp,47,1.565,1.658764394655972,0.6414296894887451,0.8156426445254766,185.3575,0.8156426445254766
engagement,STEADY,pomdp,48,1.5825,1.6986332245333298,0.6379931846587854,0.8079792118420821,178.7325,0.8079792118420821
engagement,STEADY,pomdp,49,1.69,1.7420211136739727,0.6387708353685146,0.7909988874842654,179.3425,0.7909988874842654
engagement,STEADY,pomdp,50,1.54,1.650972013998806,0.6481104483946305,0.8197380079982642,185.475,0.8197380079982642
engagement,FORGETFUL,bandit,1,1.7425,1.84476881012942,0.24691346486704688,0.39493184233689244,31.4775,0.39493184233689244
engagement,FORGETFUL,bandit,2,1.7925,1.8449046515838312,0.25993088590839775,0.40670459815703125,32.0725,0.40670459815703125
engagement,FORGETFUL,bandit,3,1.7225,1.74435805177245,0.28074671166905796,0.4322295638088052,42.15,0.4322295638088052
engagement,FORGETFUL,bandit,4,1.6175,1.7242912832876949,0.2705402960056942,0.4287711634891139,31.7725,0.4287711634891139
engagement,FORGETFUL,bandit,5,1.6675,1.7104252442725056,0.2775328977936618,0.4205440192557781,33.905,0.4205440192557781
engagement,FORGETFUL,bandit,6,1.7075,1.7303415236314612,0.2820112062881959,0.43817357711917926,35.3275,0.43817357711917926
engagement,FORGETFUL,bandit,7,1.7175,1.7777145862067147,0.26183380426329167,0.4198217876016072,28.7675,0.4198217876016072
engagement,FORGETFUL,bandit,8,1.6925,1.8016439742840702,0.2571302263446866,0.40127978334985587,33.0925,0.40127978334985587
engagement,FORGETFUL,bandit,9,1.6925,1.723197248156966,0.2872076139369626,0.4327419693017676,35.4625,0.4327419693017676
engagement,FORGETFUL,bandit,10,1.7675,1.7996245944962472,0.2573646038268501,0.39632461639913413,32.585,0.39632461639913413
engagement,FORGETFUL,bandit,11,1.75,1.8309549211893534,0.26260066803381693,0.3851332461950055,34.17,0.3851332461950055
engagement,FORGETFUL,bandit,12,1.685,1.7482968303703381,0.27024129422815113,0.4251890381929719,34.3375,0.4251890381929719
engagement,FORGETFUL,bandit,13,1.7225,1.8195253806628713,0.26720889497475675,0.40552722919115924,32.7625,0.40552722919115924
engagement,FORGETFUL,bandit,14,1.6325,1.7197237781210981,0.28970133831400974,0.4342069145513912,35.485,0.4342069145513912
engagement,FORGETFUL,bandit,15,1.67,1.7115740820441505,0.2756009742004059,0.43333113469616336,36.1275,0.43333113469616336
engagement,FORGETFUL,bandit,16,1.64,1.7439575938019385,0.2627988791525546,0.4086033765069129,29.505,0.4086033765069129
engagement,FORGETFUL,bandit,17,1.56,1.6374994236989608,0.27644428950794875,0.41775639809252807,36.5775,0.41775639809252807
engagement,FORGETFUL,bandit,18,1.705,1.7963664222313485,0.2573869865052251,0.4076426898488893,32.2475,0.4076426898488893
engagement,FORGETFUL,bandit,19,1.715,1.7887485925721904,0.2510051263968109,0.40765607958253147,33.4975,0.40765607958253147
engagement,FORGETFUL,bandit,20,1.63,1.6619280691269955,0.29340901023721533,0.4245815919869317,36.4625,0.4245815919869317
engagement,FORGETFUL,bandit,21,1.6425,1.7545272847392226,0.2633262904834904,0.39694022266791323,33.5725,0.39694022266791323
engagement,FORGETFUL,bandit,22,1.6325,1.6765250991574725,0.28540885132638816,0.4491817930516986,35.75,0.4491817930516986
engagement,FORGETFUL,bandit,23,1.7275,1.8062524684769272,0.25847455338220626,0.3968131586272803,32.765,0.3968131586272803
engagement,FORGETFUL,bandit,24,1.805,1.8461721267005016,0.2656879739587167,0.38624688707920996,30.45,0.38624688707920996
engagement,FORGETFUL,bandit,25,1.67,1.7758093545992528,0.2669804531008606,0.4169435055302111,36.665,0.4169435055302111
engagement,FORGETFUL,bandit,26,1.79,1.8686357379297402,0.2506710046733122,0.38977267607794736,31.255,0.38977267607794736
engagement,FORGETFUL,bandit,27,1.7475,1.8662877381192555,0.24923118405506337,0.38740320133540407,30.3475,0.38740320133540407
engagement,FORGETFUL,bandit,28,1.65,1.7685849983578075,0.2621244374077847,0.41013433605746114,32.38,0.41013433605746114
engagement,FORGETFUL,bandit,29,1.745,1.7989329969318266,0.2621516159090612,0.40518045350902765,36.235,0.40518045350902765
engagement,FORGETFUL,bandit,30,1.6525,1.7022757342401962,0.2644206179402101,0.41314203267822763,32.8725,0.41314203267822763
engagement,FORGETFUL,bandit,31,1.62,1.7066698084791785,0.2763548469372029,0.448778937035627,36.18,0.448778937035627
engagement,FORGETFUL,bandit,32,1.705,1.7773377299079756,0.2709584411049914,0.4138265439570198,32.7825,0.4138265439570198
engagement,FORGETFUL,bandit,33,1.5775,1.6627272322158086,0.2797590261791371,0.4350355327438406,36.805,0.4350355327438406
engagement,FORGETFUL,bandit,34,1.68,1.76694255405899,0.25750491992145613,0.40430677665491915,32.9175,0.40430677665491915
engagement,FORGETFUL,bandit,35,1.6225,1.7251609429284185,0.2767666444053712,0.4290288828880483,35.8675,0.4290288828880483
engagement,FORGETFUL,bandit,36,1.6775,1.7029713700466138,0.28327087062478135,0.45152798032976543,36.1325,0.45152798032976543
engagement,FORGETFUL,bandit,37,1.7775,1.81680181244815,0.2503851023514858,0.39794672858718483,33.98,0.39794672858718483
engagement,FORGETFUL,bandit,38,1.705,1.79432346295333,0.2689234451266261,0.4028900756512306,35.06,0.4028900756512306
engagement,FORGETFUL,bandit,39,1.625,1.7080212734988622,0.2748435569300105,0.42930972404017564,35.06,0.42930972404017564
engagement,FORGETFUL,bandit,40,1.655,1.699944179914037,0.2634145662344698,0.4227213567093622,33.0425,0.4227213567093622
engagement,FORGETFUL,bandit,41,1.725,1.7498837109794618,0.27386402403340787,0.4160783835523478,32.57,0.4160783835523478
engagement,FORGETFUL,bandit,42,1.7375,1.8237950077186884,0.24865673508153852,0.40530440883290775,35.07,0.40530440883290775
engagement,FORGETFUL,bandit,43,1.6575,1.785374437372174,0.26213325590164066,0.4157967549922995,35.9625,0.4157967549922995
engagement,FORGETFUL,bandit,44,1.78,1.8346545480394392,0.26682402706150216,0.40830041840273223,34.12,0.40830041840273223
engagement,FORGETFUL,bandit,45,1.635,1.726127614623418,0.2752294030631374,0.4311218980264925,34.74,0.4311218980264925
engagement,FORGETFUL,bandit,46,1.6975,1.7822805719374286,0.263017537532406,0.4064187046195976,37.1375,0.4064187046195976
engagement,FORGETFUL,bandit,47,1.6425,1.7543977681857572,0.2508484558626111,0.4211396146989513,31.9725,0.4211396146989513
engagement,FORGETFUL,bandit,48,1.6425,1.7285150462816898,0.27569655967512224,0.42676977442410247,31.91,0.42676977442410247
engagement,FORGETFUL,bandit,49,1.705,1.7910591391260215,0.2580965574934728,0.40532278275087835,33.9075,0.40532278275087835
engagement,FORGETFUL,bandit,50,1.6775,1.740827608731135,0.27705260499303114,0.43357134237095335,34.9225,0.43357134237095335
engagement,FORGETFUL,pomdp,1,1.5075,1.725629106363021,0.39735131580652605,0.5205839425781441,35.405,0.5205839425781441
engagement,FORGETFUL,pomdp,2,1.6875,1.8427303485543733,0.40811262489066663,0.49711610616697094,35.055,0.49711610616697094
engagement,FORGETFUL,pomdp,3,1.7075,1.9014849295829104,0.39189928902104254,0.5022660687490942,32.9725,0.5022660687490942
engagement,FORGETFUL,pomdp,4,1.735,1.9140056355598183,0.39050152034106644,0.5105074384328961,33.545,0.5105074384328961
engagement,FORGETFUL,pomdp,5,1.605,1.8409276630454938,0.40370497722086496,0.5017606565545545,35.5725,0.5017606565545545
engagement,FORGETFUL,pomdp,6,1.5375,1.7461812858909616,0.38954970359586594,0.5049413973964405,32.79,0.5049413973964405
engagement,FORGETFUL,pomdp,7,1.605,1.8306786081825306,0.3952401340705008,0.5083111430451217,32.7625,0.5083111430451217
engagement,FORGETFUL,pomdp,8,1.5575,1.7283267041116162,0.41470436011723666,0.5239323085328274,39.1175,0.5239323085328274
engagement,FORGETFUL,pomdp,9,1.59,1.8175453565910191,0.4040151479758176,0.5079036305524469,33.5,0.5079036305524469
engagement,FORGETFUL,pomdp,10,1.605,1.8156902184057457,0.3943513137793513,0.5119676932273761,30.95,0.5119676932273761
engagement,FORGETFUL,pomdp,11,1.63,1.8589529621577514,0.39386373356992854,0.5172634619848937,31.2875,0.5172634619848937
engagement,FORGETFUL,pomdp,12,1.6975,1.8452945245750794,0.4076109391217295,0.5489471264299731,38.6425,0.5489471264299731
engagement,FORGETFUL,pomdp,13,1.5775,1.793101288270891,0.3901280708737617,0.5231380641945412,32.2475,0.5231380641945412
engagement,FORGETFUL,pomdp,14,1.59,1.830361478504637,0.40665064389326316,0.5267247851476818,34.0475,0.5267247851476818
engagement,FORGETFUL,pomdp,15,1.6075,1.8516056004723072,0.3836398312678388,0.5065728372468782,32.05,0.5065728372468782
engagement,FORGETFUL,pomdp,16,1.57,1.7431336085872038,0.39898761562930085,0.5050110941738474,33.725,0.5050110941738474
engagement,FORGETFUL,pomdp,17,1.58,1.8448876390788187,0.3972841889771793,0.5198393871567553,32.4,0.5198393871567553
engagement,FORGETFUL,pomdp,18,1.475,1.703679903159043,0.41104996810605066,0.5258464727038575,35.085,0.5258464727038575
engagement,FORGETFUL,pomdp,19,1.585,1.773021575849932,0.40904918065803314,0.5251782890028861,38.4625,0.5251782890028861
engagement,FORGETFUL,pomdp,20,1.64,1.8123415685091755,0.39720428291452187,0.5341104398853578,36.1725,0.5341104398853578
engagement,FORGETFUL,pomdp,21,1.635,1.826207580589436,0.394409772593143,0.5207117511630535,36.805,0.5207117511630535
engagement,FORGETFUL,pomdp,22,1.6075,1.7942946290767705,0.3906857616215176,0.5213535872689152,39.015,0.5213535872689152
engagement,FORGETFUL,pomdp,23,1.6075,1.8272234052808205,0.3971105959515453,0.5105133577942332,36.8375,0.5105133577942332
engagement,FORGETFUL,pomdp,24,1.56,1.7812386442973733,0.3939369850502552,0.519682479918409,38.3425,0.519682479918409
engagement,FORGETFUL,pomdp,25,1.5675,1.750073057461413,0.40547046726320135,0.5389978249187627,35.5525,0.5389978249187627
engagement,FORGETFUL,pomdp,26,1.605,1.8101158074856551,0.38955898752998297,0.5145221387727739,34.2175,0.5145221387727739
engagement,FORGETFUL,pomdp,27,1.655,1.8857381084581335,0.40557149204656456,0.4996456065195262,34.7625,0.4996456065195262
engagement,FORGETFUL,pomdp,28,1.605,1.825423902526498,0.39520623589593284,0.5055912439293754,31.11,0.5055912439293754
engagement,FORGETFUL,pomdp,29,1.58,1.7889184537413456,0.39665584061826975,0.5308349750607468,38.705,0.5308349750607468
engagement,FORGETFUL,pomdp,30,1.5475,1.6831264962295265,0.4095619433916713,0.5374974108668311,37.825,0.5374974108668311
engagement,FORGETFUL,pomdp,31,1.725,1.8924339814093583,0.40624254844652496,0.5332314776870157,34.93,0.5332314776870157
engagement,FORGETFUL,pomdp,32,1.5475,1.7470310489581717,0.4104534084457704,0.5220917261304774,33.89,0.5220917261304774
engagement,FORGETFUL,pomdp,33,1.51,1.7968240815433267,0.40379005221149833,0.5103223631651345,33.055,0.5103223631651345
engagement,FORGETFUL,pomdp,34,1.65,1.81038981359109,0.42060777050914955,0.5208402983862132,35.3075,0.5208402983862132
engagement,FORGETFUL,pomdp,35,1.6175,1.8264385469454123,0.4138936015466878,0.5198186896850115,36.6925,0.5198186896850115
engagement,FORGETFUL,pomdp,36,1.4675,1.5884405386201172,0.41573348969220875,0.5450185000679482,39.7325,0.5450185000679482
engagement,FORGETFUL,pomdp,37,1.7475,1.9382521637483165,0.4131539203840594,0.5130103761569456,35.8425,0.5130103761569456
engagement,FORGETFUL,pomdp,38,1.655,1.8398170766028192,0.4018811150115458,0.5060366521390621,39.005,0.5060366521390621
engagement,FORGETFUL,pomdp,39,1.5375,1.7629795816366987,0.40707986390088785,0.520598540930559,37.2075,0.520598540930559
engagement,FORGETFUL,pomdp,40,1.6025,1.828152011049375,0.41552270137369574,0.5101678787014028,39.185,0.5101678787014028
engagement,FORGETFUL,pomdp,41,1.665,1.8670756806052686,0.39219837550861386,0.511098474269361,30.695,0.511098474269361
engagement,FORGETFUL,pomdp,42,1.5375,1.7460242679207243,0.40537446299163454,0.5292044919400873,37.4875,0.5292044919400873
engagement,FORGETFUL,pomdp,43,1.545,1.7340093362691584,0.4117082652033814,0.5290978107945857,36.2675,0.5290978107945857
engagement,FORGETFUL,pomdp,44,1.48,1.6662794958459932,0.4177190295337191,0.533031162304435,37.1475,0.533031162304435
engagement,FORGETFUL,pomdp,45,1.6425,1.8358122687624348,0.39668170621940363,0.5191093707457262,38.6875,0.5191093707457262
engagement,FORGETFUL,pomdp,46,1.6075,1.81981770369444,0.3848285588725537,0.49565908182268004,34.76,0.49565908182268004
engagement,FORGETFUL,pomdp,47,1.5625,1.7004451324158794,0.42192320431666674,0.5315229420092458,36.5175,0.5315229420092458
engagement,FORGETFUL,pomdp,48,1.58,1.737278415196792,0.4156531507720139,0.5335505082550938,38.87,0.5335505082550938
engagement,FORGETFUL,pomdp,49,1.5875,1.7571434874648486,0.40230393569530265,0.5113873269415206,39.7725,0.5113873269415206
engagement,FORGETFUL,pomdp,50,1.6175,1.8107520269363053,0.4098662740060379,0.5380886675329313,36.495,0.5380886675329313
engagement,RANDOM,bandit,1,1.9825,1.9955869562276387,0.34195209009939065,0.4503827840871439,56.4375,0.4503827840871439
engagement,RANDOM,bandit,2,1.9975,1.915039154439978,0.3825324513378285,0.46386029241558885,63.9375,0.46386029241558885
engagement,RANDOM,bandit,3,1.94,1.9100177946601349,0.33805718255821987,0.4738701486170177,62.175,0.4738701486170177
engagement,RANDOM,bandit,4,2.0475,1.971615511212142,0.34742009775544064,0.46639233195615337,56.7,0.46639233195615337
engagement,RANDOM,bandit,5,1.8425,1.761189659859494,0.3799760024400436,0.5114728483615234,64.385,0.5114728483615234
engagement,RANDOM,bandit,6,2.02,1.9401440248697792,0.36505371124496283,0.47902359846833403,70.7775,0.47902359846833403
engagement,RANDOM,bandit,7,1.8725,1.8267813811208333,0.36023218525378253,0.5106054027760702,67.8425,0.5106054027760702
engagement,RANDOM,bandit,8,2.08,2.06290900642235,0.3371220835867663,0.4272411602931049,60.665,0.4272411602931049
engagement,RANDOM,bandit,9,1.995,1.945075308508745,0.3552772623831531,0.451464814965391,58.415,0.451464814965391
engagement,RANDOM,bandit,10,2.005,1.968998559876315,0.3607534694002531,0.4620293711386762,61.4475,0.4620293711386762
engagement,RANDOM,bandit,11,1.9275,1.8800470130371443,0.36604759420145894,0.5044943974315652,67.32,0.5044943974315652
engagement,RANDOM,bandit,12,1.9825,1.9586782210930915,0.3606177491718306,0.46562959196681414,61.8425,0.46562959196681414
engagement,RANDOM,bandit,13,1.8875,1.8441438544049777,0.35888775466507056,0.48572121632256343,61.2775,0.48572121632256343
engagement,RANDOM,bandit,14,1.985,1.967015201952495,0.33091903243654613,0.4513272118600765,52.5525,0.4513272118600765
engagement,RANDOM,bandit,15,1.975,1.9185914173582668,0.3220029781440341,0.44368320114358256,52.3125,0.44368320114358256
engagement,RANDOM,bandit,16,1.9825,1.932506515051063,0.35151099492660814,0.46316728805616414,65.175,0.46316728805616414
engagement,RANDOM,bandit,17,2.0375,2.0113317966321524,0.34416671605333093,0.4513320479871752,59.66,0.4513320479871752
engagement,RANDOM,bandit,18,1.885,1.8803015727581325,0.35365183866909644,0.49464589939350795,61.525,0.49464589939350795
engagement,RANDOM,bandit,19,2.05,2.0226252591854914,0.3364579089400543,0.45037745181894967,58.385,0.45037745181894967
engagement,RANDOM,bandit,20,2.055,2.008350684803008,0.3551626471538259,0.4539851520107323,64.7175,0.4539851520107323
engagement,RANDOM,bandit,21,1.8525,1.844137326752429,0.3636718339031656,0.4868780738502647,60.39,0.4868780738502647
engagement,RANDOM,bandit,22,2.0,1.9658247447655237,0.3481599367571203,0.46557256668559865,67.55,0.46557256668559865
engagement,RANDOM,bandit,23,1.865,1.8242575657402242,0.36508860377591346,0.4753910243489574,61.465,0.4753910243489574
engagement,RANDOM,bandit,24,2.04,1.943211545045354,0.3635591468448983,0.4758401766009491,66.62,0.4758401766009491
engagement,RANDOM,bandit,25,2.005,1.940327909024187,0.3669394469931751,0.48388139357151805,61.5175,0.48388139357151805
engagement,RANDOM,bandit,26,1.94,1.88452140272621,0.35946768198955054,0.4940943777217373,64.0175,0.4940943777217373
engagement,RANDOM,bandit,27,1.9275,1.9289352362218801,0.3600882580921603,0.4690669817442459,67.57,0.4690669817442459
engagement,RANDOM,bandit,28,1.9475,1.9126192471053636,0.354140512194916,0.4625889241577255,58.0775,0.4625889241577255
engagement,RANDOM,bandit,29,1.9275,1.8924400506325687,0.35081990791287004,0.49643606404554175,68.1625,0.49643606404554175
engagement,RANDOM,bandit,30,2.0,1.981592624213083,0.33959992617246143,0.4571838476497889,65.0075,0.4571838476497889
engagement,RANDOM,bandit,31,2.0125,2.0123858995115365,0.3416730991329321,0.46033459710371916,56.79,0.46033459710371916
engagement,RANDOM,bandit,32,2.0125,1.9932926888717384,0.33323004004535506,0.4556483915522221,54.8225,0.4556483915522221
engagement,RANDOM,bandit,33,1.9025,1.9046708794140506,0.3352673779200734,0.4647895236063566,60.8775,0.4647895236063566
engagement,RANDOM,bandit,34,1.9475,1.8956864451702296,0.3740463830518314,0.49068214207633737,70.455,0.49068214207633737
engagement,RANDOM,bandit,35,1.8225,1.8305280053472277,0.36783255812574367,0.4951778620995684,63.445,0.4951778620995684
engagement,RANDOM,bandit,36,1.9275,1.900902417513513,0.34603721288297945,0.4652370987720705,64.425,0.4652370987720705
engagement,RANDOM,bandit,37,2.065,1.9972492127026413,0.33788596507638435,0.4499105087288916,58.825,0.4499105087288916
engagement,RANDOM,bandit,38,2.0075,1.9533489043306074,0.3569533816526196,0.4602103450516616,64.2925,0.4602103450516616
engagement,RANDOM,bandit,39,1.8775,1.88040197353263,0.364959521638542,0.49068508016598744,66.55,0.49068508016598744
engagement,RANDOM,bandit,40,1.9425,1.8976292537154524,0.35671585193913474,0.4824598674596284,65.9025,0.4824598674596284
engagement,RANDOM,bandit,41,1.9275,1.8964302259741386,0.37011346174341336,0.4751665019888985,64.2675,0.4751665019888985
engagement,RANDOM,bandit,42,1.895,1.9165110915777044,0.35825131568422947,0.4678331476159449,62.57,0.4678331476159449
engagement,RANDOM,bandit,43,1.91,1.874092310740628,0.35746559802873334,0.476837116457141,65.535,0.476837116457141
engagement,RANDOM,bandit,44,1.9275,1.9081747506347546,0.3616503272298155,0.4750100066052886,62.875,0.4750100066052886
engagement,RANDOM,bandit,45,1.8825,1.8434383810275634,0.3590875608933773,0.48008109572731344,62.8425,0.48008109572731344
engagement,RANDOM,bandit,46,1.8925,1.8301018287956965,0.3782779645525284,0.5002589524646284,66.0825,0.5002589524646284
engagement,RANDOM,bandit,47,1.955,1.926012507167958,0.3300599801430487,0.4425104660380863,58.655,0.4425104660380863
engagement,RANDOM,bandit,48,1.8475,1.826020569623854,0.34112933633016884,0.4820568994233622,62.4175,0.4820568994233622
engagement,RANDOM,bandit,49,1.86,1.85973112107899,0.364631432608831,0.47457649661388474,66.59,0.47457649661388474
engagement,RANDOM,bandit,50,1.88,1.8483064811503684,0.35822371689522803,0.4700556647279393,59.9275,0.4700556647279393
engagement,RANDOM,pomdp,1,1.73,1.864237440629259,0.45168891247035314,0.6173267996635563,75.9325,0.6173267996635563
engagement,RANDOM,pomdp,2,1.7525,1.805465274436648,0.4980061775976168,0.6514602116468358,85.0225,0.6514602116468358
engagement,RANDOM,pomdp,3,1.7625,1.891570216415627,0.4857052961449157,0.6347442268334608,86.4525,0.6347442268334608
engagement,RANDOM,pomdp,4,1.7,1.845600111003701,0.4862741277496807,0.6359028332522826,87.0475,0.6359028332522826
engagement,RANDOM,pomdp,5,1.81,1.9662193016278258,0.4770563380989228,0.6295363883853853,80.615,0.6295363883853853
engagement,RANDOM,pomdp,6,1.605,1.7560072972496072,0.4887839375333575,0.6535887371984467,93.49,0.6535887371984467
engagement,RANDOM,pomdp,7,1.715,1.8383098294360094,0.47837074370302884,0.6409232827979139,78.3775,0.6409232827979139
engagement,RANDOM,pomdp,8,1.6675,1.762862813516444,0.4792877863422645,0.6334958808758931,98.5525,0.6334958808758931
engagement,RANDOM,pomdp,9,1.76,1.9179317115808516,0.4811798431226039,0.6564065079482517,88.54,0.6564065079482517
engagement,RANDOM,pomdp,10,1.6675,1.7824244367113145,0.4709548210935043,0.6289283046429377,86.6775,0.6289283046429377
engagement,RANDOM,pomdp,11,1.6625,1.7683515558981542,0.4716507338049611,0.6311816406899768,88.935,0.6311816406899768
engagement,RANDOM,pomdp,12,1.715,1.8875843579173952,0.46354213672388106,0.6215620518199779,79.025,0.6215620518199779
engagement,RANDOM,pomdp,13,1.745,1.8622884521477991,0.4821976751642827,0.6417931879491483,87.3925,0.6417931879491483
engagement,RANDOM,pomdp,14,1.6625,1.7727754013320345,0.48430186968567823,0.6536378863297881,84.485,0.6536378863297881
engagement,RANDOM,pomdp,15,1.6175,1.736619835344597,0.49088040298491054,0.6587773092065293,93.4075,0.6587773092065293
engagement,RANDOM,pomdp,16,1.635,1.7637990365333294,0.4726097651728012,0.6402144036966686,88.03,0.6402144036966686
engagement,RANDOM,pomdp,17,1.785,1.9248765635130491,0.4810289989454493,0.6481077122269931,88.29,0.6481077122269931
engagement,RANDOM,pomdp,18,1.765,1.8498686026324447,0.473816759071797,0.6279436718454205,87.335,0.6279436718454205
engagement,RANDOM,pomdp,19,1.68,1.799221183033011,0.49661558528995486,0.6531844390974382,84.7375,0.6531844390974382
engagement,RANDOM,pomdp,20,1.6625,1.7818432650058578,0.4922981525400729,0.661606388689483,96.4375,0.661606388689483
engagement,RANDOM,pomdp,21,1.6375,1.7907753824058383,0.4770737727125434,0.6421822671006594,84.74,0.6421822671006594
engagement,RANDOM,pomdp,22,1.6525,1.804785172634219,0.49225627073602496,0.6497554566941781,91.9875,0.6497554566941781
engagement,RANDOM,pomdp,23,1.825,2.0010592301829346,0.46597367354144537,0.6083868828579542,75.955,0.6083868828579542
engagement,RANDOM,pomdp,24,1.7225,1.8769386965889947,0.4752880990871947,0.6287145953430153,80.8775,0.6287145953430153
engagement,RANDOM,pomdp,25,1.695,1.849736760315396,0.49874313304755424,0.665673585563876,95.7775,0.665673585563876
engagement,RANDOM,pomdp,26,1.775,1.8570236630844863,0.48112508868516285,0.658067298419224,85.15,0.658067298419224
engagement,RANDOM,pomdp,27,1.765,1.9131914675931443,0.47045028841349584,0.6399215330111339,83.105,0.6399215330111339
engagement,RANDOM,pomdp,28,1.69,1.8396740473978144,0.48837784521223,0.6583683689094428,87.3,0.6583683689094428
engagement,RANDOM,pomdp,29,1.73,1.8658313589860185,0.4818453546525905,0.6463188461889002,88.89,0.6463188461889002
engagement,RANDOM,pomdp,30,1.75,1.8589358362165098,0.47490164603047286,0.6322965837708894,86.6575,0.6322965837708894
engagement,RANDOM,pomdp,31,1.6575,1.7976117798094446,0.4858640018467992,0.6533729270626141,87.99,0.6533729270626141
engagement,RANDOM,pomdp,32,1.7225,1.8277167133559988,0.4917779783184089,0.6571925875187346,90.4575,0.6571925875187346
engagement,RANDOM,pomdp,33,1.59,1.7630156461887616,0.49246512870717146,0.6583480981699374,93.4725,0.6583480981699374
engagement,RANDOM,pomdp,34,1.67,1.8235480271972455,0.46189887684403613,0.64729876345826,81.0675,0.64729876345826
engagement,RANDOM,pomdp,35,1.6775,1.8192347014839385,0.48646287119843434,0.6624927353342249,90.875,0.6624927353342249
engagement,RANDOM,pomdp,36,1.7025,1.8060275642999142,0.4546364909670387,0.6584266901570899,82.1525,0.6584266901570899
engagement,RANDOM,pomdp,37,1.69,1.8317161616198048,0.4784795097231029,0.6432111111199111,85.3325,0.6432111111199111
engagement,RANDOM,pomdp,38,1.6675,1.7972882386062878,0.4826095893492884,0.6416982335620525,87.4425,0.6416982335620525
engagement,RANDOM,pomdp,39,1.6225,1.7728327645139774,0.4666998682110598,0.642484181605859,83.4975,0.642484181605859
engagement,RANDOM,pomdp,40,1.6175,1.754012773907318,0.4793546857518685,0.645677559323656,82.0125,0.645677559323656
engagement,RANDOM,pomdp,41,1.7225,1.9057254135672215,0.48405815951168635,0.6356961118020236,85.005,0.6356961118020236
engagement,RANDOM,pomdp,42,1.66,1.796099358715206,0.4943192509668462,0.6734973430260467,98.4225,0.6734973430260467
engagement,RANDOM,pomdp,43,1.7225,1.894253667311884,0.457644574067565,0.6290577849704663,83.645,0.6290577849704663
engagement,RANDOM,pomdp,44,1.7575,1.8803624821492035,0.49184420115184396,0.6509310610180311,91.475,0.6509310610180311
engagement,RANDOM,pomdp,45,1.7025,1.8395087349489518,0.46685559710773306,0.6383070051589642,84.8075,0.6383070051589642
engagement,RANDOM,pomdp,46,1.715,1.8540259602847113,0.47525174688752947,0.6320671113368342,80.33,0.6320671113368342
engagement,RANDOM,pomdp,47,1.755,1.8969023256317117,0.4523630165787914,0.5964800385648706,75.39,0.5964800385648706
engagement,RANDOM,pomdp,48,1.6975,1.8497655451398323,0.4994790741881267,0.6557754198718655,92.5525,0.6557754198718655
engagement,RANDOM,pomdp,49,1.7225,1.824763916928016,0.4869451297322296,0.6628665399404113,89.6475,0.6628665399404113
engagement,RANDOM,pomdp,50,1.7225,1.8016530312537964,0.48592046091087326,0.6684987836544181,88.4575,0.6684987836544181
knowledge_gain,FAST,bandit,1,2.88,2.5541039370483705,0.4290720991204877,0.45239485313589656,70.725,0.45496769141702265
knowledge_gain,FAST,bandit,2,2.8025,2.5464139471711422,0.4428212938643664,0.46032922192594283,82.32,0.4638220096875976
knowledge_gain,FAST,bandit,3,2.8275,2.6079447972563528,0.43759200194703085,0.4357237645252634,72.235,0.46045489501369047
knowledge_gain,FAST,bandit,4,2.74,2.4849570058037465,0.4445046770493562,0.4765831628805397,82.11,0.46765312209957755
knowledge_gain,FAST,bandit,5,2.82,2.5510401443934922,0.42605133380123134,0.43891249652436465,71.4075,0.44689337380817895
knowledge_gain,FAST,bandit,6,2.84,2.6439852723564483,0.4210860130354655,0.4215814448038293,73.0475,0.44005499834850814
knowledge_gain,FAST,bandit,7,2.755,2.528675108514997,0.4332194907821703,0.44324609817894717,72.045,0.4546372156806352
knowledge_gain,FAST,bandit,8,2.85,2.6316397417993627,0.4219208961102085,0.4235834348460873,72.465,0.4421480817794607
knowledge_gain,FAST,bandit,9,2.805,2.576696262437833,0.4335570402885384,0.4482371274775865,74.5725,0.4558189961340792
knowledge_gain,FAST,bandit,10,2.835,2.571845812567848,0.42806868400591247,0.4542611255475183,74.275,0.45117817682750105
knowledge_gain,FAST,bandit,11,2.78,2.5245057828665995,0.43487919832432737,0.4445816278681532,75.3375,0.457494350948413
knowledge_gain,FAST,bandit,12,2.82,2.527090731497525,0.44401163400557325,0.4493791385606536,81.2375,0.46774044065004994
knowledge_gain,FAST,bandit,13,2.8125,2.5278828135732896,0.4274121450738618,0.4647223281480345,69.6975,0.45054341311374585
knowledge_gain,FAST,bandit,14,2.8,2.6166722052763065,0.4098378704014292,0.4151237296890437,67.4675,0.42960675084675204
knowledge_gain,FAST,bandit,15,2.8075,2.5317046627381563,0.44118007316954405,0.4610119946842684,78.6375,0.46756225102358157
knowledge_gain,FAST,bandit,16,2.795,2.5413391108949837,0.43420688918870615,0.45286389465639315,77.2425,0.45545515014785876
knowledge_gain,FAST,bandit,17,2.8225,2.589669234476068,0.4364535853033973,0.4443373445018116,76.2225,0.45852575800508605
knowledge_gain,FAST,bandit,18,2.8075,2.575250730999032,0.4458402323557948,0.4649009555207029,70.705,0.4691990005826973
knowledge_gain,FAST,bandit,19,2.835,2.6115457986549804,0.4376083565574631,0.43995009056583184,76.93,0.46216919029365594
