agent_type,reward_function,run_number,avg_final_state,avg_avg_state,avg_accuracy,avg_engagement,avg_questions_answered
bandit,engagement,11,2.1,2.106585250460568,0.291321472541752,0.36605814502354,15.68
bandit,engagement,12,1.9425,1.9413750183154799,0.2926867721826072,0.44413617143840256,15.63
bandit,engagement,13,2.15,2.1410415464735646,0.2834454533060868,0.3836272491049385,13.69
bandit,engagement,14,2.02,2.0380978421788005,0.2968217768684452,0.4101341087340775,14.5875
bandit,engagement,15,2.0675,2.078972455080908,0.290843399752089,0.4061064092937737,14.6175
bandit,engagement,16,2.04,2.036364941524512,0.3300616686529381,0.4324101186279347,16.9125
bandit,engagement,17,1.89,1.8695271505345046,0.33579394522079736,0.45252798670036465,15.7725
bandit,engagement,18,1.9,1.9246375235773798,0.3247692344411878,0.4481730456119756,16.0275
bandit,engagement,19,1.975,1.9879682936729062,0.3210879698393043,0.4432949067968195,17.69
bandit,engagement,20,1.9675,1.9367869553315706,0.3253027979997035,0.4473109286215397,16.2775
bandit,engagement,21,1.8725,1.8575261570782944,0.3297679222852631,0.47913118540189403,17.5125
bandit,engagement,22,2.0075,1.9838752440138598,0.3219474679789862,0.4270066957529036,17.5075
bandit,engagement,23,2.03,2.0278590460179453,0.29803592645714927,0.3928323610872882,15.3
bandit,engagement,24,1.9525,1.9449269782559435,0.3133275776363835,0.4320698070964857,19.465
bandit,engagement,25,1.9175,1.8874799832425573,0.31898587007030776,0.45088995137406845,17.73
bandit,engagement,26,2.0325,2.0528133908236263,0.30294070050448846,0.4022729245951195,15.08
bandit,engagement,27,1.8975,1.8847450008635371,0.31178841745668195,0.4401193851176261,14.8025
bandit,engagement,28,2.005,1.9785690678593157,0.29475023073684975,0.4316147732361785,16.775
bandit,engagement,29,1.91,1.9128469012412181,0.31972413793585036,0.45128504151117727,14.65
bandit,engagement,30,2.06,2.054137955088221,0.3282865062504917,0.4042766466810241,16.84
bandit,composite,1,2.14,2.125617626192477,0.3068498565739878,0.3860441867902788,16.0975
bandit,composite,2,2.0725,2.045545649111718,0.32216264416363527,0.4037428817014787,17.04
bandit,composite,3,1.8675,1.857700747227271,0.32846940430132954,0.45119500328136275,16.0175
bandit,composite,4,2.0625,2.041998662084649,0.3063610948937212,0.4182698013848949,14.3
bandit,composite,5,2.04,2.0297831836797884,0.2909898500101815,0.36911540716939656,13.9225
bandit,composite,6,2.005,2.0156287022314006,0.30890529208493317,0.4254229710149864,15.4325
bandit,composite,7,2.0775,2.037714502478141,0.3076867861809466,0.4011425804483863,15.815
bandit,composite,8,2.0125,2.0254661705274284,0.3263003792750876,0.4004176215209652,13.865
bandit,composite,9,2.0175,2.0202165096435434,0.3144681830382352,0.4069950215452492,17.145
bandit,composite,10,2.015,1.962874640913529,0.32990750257876367,0.4141633369719966,16.7475
bandit,composite,11,2.04,2.015697653420752,0.33020937280940266,0.42619509186263654,18.0475
bandit,composite,12,1.99,1.9109115646609711,0.34443986623325773,0.42937373804340206,18.505
bandit,composite,13,2.0625,2.0601218058983575,0.31661048140215414,0.3925370719198078,13.665
bandit,composite,14,2.01,2.001831923038968,0.3001428198458817,0.41619312155723054,16.3725
bandit,composite,15,1.96,1.9352737835782952,0.3526348114715448,0.43961304133387147,16.2775
bandit,composite,16,1.93,1.9199830875576531,0.33192611527941224,0.4271270681720712,14.945
bandit,composite,17,2.06,2.032766937631841,0.3077336703630366,0.3853510761816618,15.0875
bandit,composite,18,2.045,2.005057776945987,0.337276764673485,0.4038906501605605,18.5625
bandit,composite,19,1.9425,1.9470208472535786,0.30808258667448635,0.42737934561216173,15.8325
bandit,composite,20,2.08,2.0359322393886545,0.32615225869752895,0.4038680659209014,16.3075
bandit,composite,21,1.9825,1.9708960306145338,0.3144421522482714,0.4090539515009983,15.31
bandit,composite,22,1.92,1.8477150467873782,0.32909616512707685,0.44790406915565867,19.1925
bandit,composite,23,2.06,2.049615661126403,0.32602893508499853,0.42763026201708954,16.895
bandit,composite,24,2.005,1.9784239054108252,0.33876793283927353,0.4354084572745867,17.69
bandit,composite,25,1.9825,1.9460809639657193,0.33856243409432835,0.4086121839411416,15.93
bandit,composite,26,2.04,2.0039228930643134,0.32458220823204514,0.415125544726497,16.9675
bandit,composite,27,2.03,1.9839332931502853,0.31932927388017057,0.419142731478107,16.0625
bandit,composite,28,2.0375,2.020319994061344,0.33937086181458087,0.4161450939485036,14.01
bandit,composite,29,2.115,2.1074429751609167,0.28458009219286057,0.3648714509722461,14.16
bandit,composite,30,2.0225,2.003156087701496,0.31616450749116537,0.40237314515504735,14.9525
bandit,knowledge_gain,1,2.1375,2.113854639827886,0.3200370382031057,0.3678076302055237,13.5925
bandit,knowledge_gain,2,2.095,2.086468737432429,0.2979976575116734,0.3799010967083353,14.5275
bandit,knowledge_gain,3,2.135,2.1167406501821153,0.30803987359497553,0.37177842353287555,12.975
bandit,knowledge_gain,4,2.06,2.029763460720401,0.3167290001961209,0.38720399482605444,12.7325
bandit,knowledge_gain,5,2.06,2.03935617840884,0.3188120426081999,0.40370049131216573,14.7
bandit,knowledge_gain,6,2.12,2.0771279491064303,0.3026919955405223,0.37920713993434246,12.665
bandit,knowledge_gain,7,2.185,2.1511648786393125,0.30924711823041406,0.3433875869494723,12.2425
bandit,knowledge_gain,8,2.045,2.0125787304830487,0.31201363862659653,0.4019127129665992,15.9175
bandit,knowledge_gain,9,2.2125,2.1778200687354197,0.3170763865975863,0.38351483988743906,15.1325
bandit,knowledge_gain,10,2.11,2.088405259953335,0.3363020583575819,0.39484520723642463,17.745
bandit,knowledge_gain,11,2.08,2.0531481131785094,0.31563129429320597,0.39941692357576103,15.4625
bandit,knowledge_gain,12,2.0275,2.0453475877513485,0.33630129955639604,0.3836046510017803,15.245
bandit,knowledge_gain,13,2.055,1.9906567690046615,0.32077051210216295,0.40101573309556904,13.65
bandit,knowledge_gain,14,2.0,1.9760770450293494,0.339087472144614,0.40585559405507526,13.5125
bandit,knowledge_gain,15,2.165,2.1116393331183847,0.3083165041556311,0.3731656257978677,13.335
bandit,knowledge_gain,16,2.1125,2.04287703586047,0.3279047676007211,0.40511008062305154,14.1
bandit,knowledge_gain,17,2.1025,2.037104763806346,0.32180577916504616,0.39468367133627696,14.2725
bandit,knowledge_gain,18,2.08,2.0840443683682697,0.3109080616548173,0.381462562628915,13.6775
bandit,knowledge_gain,19,2.05,1.9944625895507295,0.3269246033151931,0.4115598834564264,14.645
bandit,knowledge_gain,20,2.0525,2.028476947997534,0.2911622211900692,0.39123740392097434,13.4925
bandit,knowledge_gain,21,2.025,1.990198068000607,0.320615444424827,0.40236973754837324,13.9575
bandit,knowledge_gain,22,2.055,2.011426022456531,0.3277793261681427,0.39461587121738584,13.5675
bandit,knowledge_gain,23,2.01,1.9758318341537051,0.3268405773812804,0.3973717587483463,14.4175
bandit,knowledge_gain,24,1.9425,1.8883945719289732,0.3301404176794716,0.44359509828949606,15.3
bandit,knowledge_gain,25,1.915,1.9113849356009325,0.32107871807186616,0.4265770313868191,13.825
bandit,knowledge_gain,26,2.005,1.9597892358979285,0.3247328351507834,0.4047078721729197,13.3125
bandit,knowledge_gain,27,2.0225,2.009449745280644,0.33190243075929243,0.38223304987752826,15.15
bandit,knowledge_gain,28,2.0525,2.0461500989121983,0.3111456615522754,0.4038142646563375,12.88
bandit,knowledge_gain,29,2.1325,2.091960790188929,0.30829829883522647,0.3810381721666165,15.2475
bandit,knowledge_gain,30,1.9825,1.9520110827904074,0.328475386042802,0.42095038036851046,15.3625
bandit,learning_progress,1,1.9975,1.950362553472989,0.33073261580763896,0.42656264866370136,14.77
bandit,learning_progress,2,1.84,1.8277819261601558,0.3309712078691466,0.44158850661699284,14.2225
bandit,learning_progress,3,2.09,2.0600212571039385,0.3214026200431205,0.38658276583885964,15.4425
bandit,learning_progress,4,2.03,2.007131330818379,0.29833915024803265,0.40315212306271403,12.1925
bandit,learning_progress,5,2.105,2.0625194260437,0.3267123107619534,0.4020536942097634,14.1475
bandit,learning_progress,6,2.045,1.9953793554809267,0.3162598639859934,0.37772590941773665,13.3375
bandit,learning_progress,7,2.125,2.091606094064829,0.28801027478787217,0.3633411327302849,9.9475
bandit,learning_progress,8,2.0725,2.044390548315933,0.32834956849500846,0.3956405498802482,14.8675
bandit,learning_progress,9,2.015,2.006215746706504,0.31407301340205207,0.390065904893645,15.06
bandit,learning_progress,10,2.0275,1.9975960993673585,0.32922983038206427,0.4000107175125253,15.5325
bandit,learning_progress,11,2.0275,1.976158238275563,0.30982895836397717,0.41132486414931096,13.7075
bandit,learning_progress,12,2.15,2.103433893672322,0.30537771701142313,0.3741857802725614,13.15
bandit,learning_progress,13,2.0925,2.0672440122690596,0.30747019662773317,0.3890213718387574,13.5975
bandit,learning_progress,14,2.04,1.9876937707751392,0.29852722824903893,0.40322521177945164,14.1075
bandit,learning_progress,15,1.965,1.9118623829285935,0.30588317117824004,0.4052992165065842,13.435
bandit,learning_progress,16,2.075,2.060065520714719,0.3161799996272502,0.38555976513335,15.66
bandit,learning_progress,17,2.1875,2.1233521803831072,0.3011186775762005,0.36929855838803993,13.715
bandit,learning_progress,18,2.11,2.04257736930313,0.33284391269031255,0.3919776297141363,14.975
bandit,learning_progress,19,2.115,2.058213294589703,0.3075173644482287,0.3826559441070133,12.2475
bandit,learning_progress,20,2.0025,1.9621503101841329,0.30889971282475254,0.3884639065020316,13.5175
bandit,learning_progress,21,1.9575,1.9345795478735297,0.32210571973267677,0.3881440690382923,13.3
bandit,learning_progress,22,2.015,2.01905508742071,0.3014348895377081,0.3873784851949134,13.0125
bandit,learning_progress,23,2.005,1.9343692430493187,0.3041191409683015,0.4049911895474746,11.83
bandit,learning_progress,24,2.0475,1.9875115496277198,0.33335627504427506,0.4169944404624313,16.1875
bandit,learning_progress,25,2.0075,1.9719250285179342,0.3352931341408933,0.40398713298732175,14.315
bandit,learning_progress,26,1.9675,1.8991207391055616,0.3262161975110997,0.40423882683639656,13.0725
bandit,learning_progress,27,2.035,1.9874620727946068,0.32989798557436706,0.4018402513895357,14.65
bandit,learning_progress,28,2.0775,2.0387468401129056,0.3163496317307274,0.3917090199777435,12.67
bandit,learning_progress,29,2.07,2.0559514187369383,0.2803482344000998,0.36762450765541793,11.93
bandit,learning_progress,30,1.995,1.9565158304687824,0.3395211432388098,0.3984794158459987,14.3675
bandit,composite_time,1,2.09,2.0970430848119923,0.3862390057277915,0.5424716966980554,19.085
bandit,composite_time,2,2.005,2.0392773188658877,0.3905766014379186,0.5163877038416036,18.4425
bandit,composite_time,3,2.02,2.038335623328787,0.3831348149251931,0.5328332491869435,17.305
bandit,composite_time,4,2.1125,2.04491611965849,0.3994414452336934,0.5297524910089614,20.245
bandit,composite_time,5,1.9675,1.9652747824188828,0.3649287168466837,0.5584197106197164,14.2025
bandit,composite_time,6,2.0175,2.0027502146762055,0.40363333380543887,0.5373794998827387,23.5375
bandit,composite_time,7,2.055,2.007812305931483,0.38866493873632074,0.5648118771764359,21.2875
bandit,composite_time,8,2.0225,2.0340029580722336,0.3794966115305845,0.5590364885973643,20.2425
bandit,composite_time,9,2.1575,2.163021124652944,0.3671359241487147,0.512729714809862,18.85
bandit,composite_time,10,2.015,1.9822163955976433,0.3975944336541846,0.548069133208954,18.9475
bandit,composite_time,11,2.0,1.9837202134513625,0.4074299412692312,0.5755833072051287,21.02
bandit,composite_time,12,2.165,2.1221727424396613,0.3749990951041837,0.5221321555995085,20.7325
bandit,composite_time,13,2.0725,2.038896926863376,0.383093419865443,0.5379293832388616,18.545
bandit,composite_time,14,1.96,1.9217816648624524,0.4060411943214135,0.5581920374767629,21.245
bandit,composite_time,15,1.9975,1.9402163287153984,0.38772740469531414,0.5517234797325912,17.46
bandit,composite_time,16,2.045,2.0563174794553016,0.38392856543574916,0.5195838230312819,21.0875
bandit,composite_time,17,2.0675,2.0302475451873168,0.3745321448727054,0.5307304935413826,19.5775
bandit,composite_time,18,2.05,2.062178156849651,0.3682270542752123,0.5395282644440672,17.325
bandit,composite_time,19,2.0525,2.0251632688690924,0.41871338835072264,0.5489340949869822,20.8225
bandit,composite_time,20,1.9825,1.944916835843005,0.3954505541146807,0.5510840787116444,21.0
bandit,composite_time,21,2.075,2.0552252682469394,0.3970591350387566,0.539183844506581,19.19
bandit,composite_time,22,2.0325,1.9833472549804285,0.38530466483725706,0.5523945770970056,19.255
bandit,composite_time,23,2.005,1.976616047088956,0.38821496822949997,0.5453325241257596,20.545
bandit,composite_time,24,2.04,2.0244035467697477,0.37389404649180674,0.5296896819140419,19.19
bandit,composite_time,25,2.0625,1.9919844468678978,0.3962494432846876,0.5633284453708609,19.74
bandit,composite_time,26,2.0675,2.0452331960816004,0.35808509091972396,0.5354953724304861,17.975
bandit,composite_time,27,2.0525,2.035145698696815,0.3895121044900386,0.5360896837151692,18.505
bandit,composite_time,28,2.1375,2.1137215664147293,0.3728736358562518,0.5065712230080374,19.735
bandit,composite_time,29,1.99,1.9356965422770178,0.4008019093463793,0.55576045649008,19.7175
bandit,composite_time,30,2.0275,2.0002489200200433,0.3886414617622977,0.5468502479122611,21.8725
pomdp,correctness,1,2.1625,2.1624247293692047,0.49753439876077793,0.3181172895583007,25.2275
pomdp,correctness,2,2.0825,2.0980789013474688,0.4466082241082639,0.30207668137727106,17.975
pomdp,correctness,3,2.0975,2.0917953365439343,0.45472197960927263,0.2854331699833589,19.1325
pomdp,correctness,4,2.215,2.2306509521936926,0.4475888331616308,0.31199169111286973,17.6225
pomdp,correctness,5,2.08,2.0963652079019686,0.4657129162491768,0.3102286958904532,22.2175
pomdp,correctness,6,2.0375,2.05515505970915,0.444067903705166,0.29662317773750907,18.525
pomdp,correctness,7,2.095,2.124210909216273,0.46228847941098167,0.2974409020429608,18.2625
pomdp,correctness,8,2.1675,2.1693852261699558,0.5005297012640376,0.2882918724558434,20.2725
pomdp,correctness,9,2.0875,2.0946633780041823,0.4597732229354884,0.27898360583434334,17.8125
pomdp,correctness,10,1.915,1.9337002515948136,0.45064524661156696,0.2628341831785069,16.765
pomdp,correctness,11,2.0925,2.136523233988373,0.4760017775301211,0.3152305726568716,19.085
pomdp,correctness,12,2.08,2.0863736788324774,0.44179835288648595,0.30051464010099854,19.845
pomdp,correctness,13,2.0775,2.076903871466318,0.4615922086714527,0.29195501072194907,16.63
pomdp,correctness,14,2.09,2.1092936743413913,0.45691528029712186,0.3018816066619515,16.88
pomdp,correctness,15,2.035,2.0639900999740366,0.46160097587557636,0.28627352543026274,12.9325
pomdp,correctness,16,2.045,2.102984535046683,0.45638607908017775,0.2704776900122546,16.9775
pomdp,correctness,17,2.0475,2.052481284177128,0.4488266495700449,0.30166553821354086,17.22
pomdp,correctness,18,2.095,2.0973906209884676,0.4463700896151089,0.2867906545776331,16.205
pomdp,correctness,19,2.0175,2.041910412333398,0.47422206136211237,0.28975259718019514,20.8425
pomdp,correctness,20,2.0625,2.0499716965345254,0.47407650107181837,0.2827384364906138,20.645
pomdp,correctness,21,2.0825,2.0779684451795917,0.4752181188191957,0.29477573159528586,20.1125
pomdp,correctness,22,2.02,2.013547922362253,0.4735988263630206,0.310060798919144,19.1625
pomdp,correctness,23,2.005,1.9974013583153811,0.46199128322705746,0.2936026469596983,16.92
pomdp,correctness,24,2.1425,2.1387757960333142,0.45280554800834777,0.2882940325286277,18.8875
pomdp,correctness,25,2.0925,2.083362971301522,0.4694559795424819,0.2871646858805212,18.4775
pomdp,correctness,26,2.1625,2.186037636584401,0.44380664924880137,0.30560901096066323,19.975
pomdp,correctness,27,2.1625,2.163071139304529,0.4960721247422672,0.32068933059836247,21.9675
pomdp,correctness,28,2.1475,2.1699573531703087,0.47446330498218414,0.2928296113620072,18.23
pomdp,correctness,29,2.02,2.0257993396366647,0.48227819999172344,0.29981272596250935,19.7975
pomdp,correctness,30,2.0725,2.1001056199754458,0.46322307694250753,0.29893030208204346,19.3825
pomdp,engagement,1,1.8675,1.9003546292332532,0.3959749876297065,0.536941526947119,17.2325
pomdp,engagement,2,1.8525,1.9005034650676453,0.4145593598588274,0.5743689490906111,19.9125
pomdp,engagement,3,1.9075,1.927128890335021,0.41183976422052565,0.5603886075190907,22.6175
pomdp,engagement,4,1.8525,1.879835045274899,0.3967790226321273,0.5498475639368475,20.36
pomdp,engagement,5,1.8975,1.9238793652601855,0.3992655974788434,0.5401390777223349,17.755
pomdp,engagement,6,1.85,1.9177085531320335,0.4147254221392974,0.5500314372368114,21.0175
pomdp,engagement,7,1.8275,1.878707614162895,0.40784863887812023,0.5643228676401528,21.72
pomdp,engagement,8,1.9425,1.9533256697722765,0.4432763455492138,0.5656945604473812,22.235
pomdp,engagement,9,1.9825,2.000094276992332,0.4337637461697449,0.5448117124238924,20.1825
pomdp,engagement,10,1.9025,1.9624890910455124,0.4127604322902518,0.5368897235576522,19.6875
pomdp,engagement,11,1.9225,1.9733779661091089,0.4105436362316107,0.5711845464958873,21.675
pomdp,engagement,12,1.9375,1.9876984391576462,0.384814489838795,0.5269310022024695,21.035
pomdp,engagement,13,1.84,1.8655433943316586,0.41516879283901176,0.5622092804100134,25.2475
pomdp,engagement,14,1.9425,1.9852959379511652,0.39092890657183843,0.5226102550574617,18.1625
pomdp,engagement,15,1.915,1.932515823605482,0.4136878530037763,0.5412777919345947,18.32
pomdp,engagement,16,1.9225,1.9645209658249194,0.40254862239997224,0.5440483273811527,21.3975
pomdp,engagement,17,1.8875,1.9484890753759594,0.41793486397159685,0.5565808408820176,21.37
pomdp,engagement,18,1.9125,1.937388511455202,0.4128310424737102,0.5471067148080399,21.5325
pomdp,engagement,19,1.8975,1.9741495146177181,0.42087118653503025,0.5502219828901491,19.895
pomdp,engagement,20,1.9075,1.9591408581246639,0.41875358382958344,0.5567756497452898,23.2675
pomdp,engagement,21,1.93,1.9220666917011675,0.3788517161349824,0.5296909143730497,18.98
pomdp,engagement,22,1.91,1.9450802278352666,0.3990604068977981,0.5446050080695994,19.35
pomdp,engagement,23,2.04,2.110970975709471,0.39445202314992456,0.5327132292148152,17.5775
pomdp,engagement,24,1.9025,1.9616576346960983,0.402681900470901,0.5428368605723279,19.925
pomdp,engagement,25,2.095,2.154864555312165,0.3622244275590956,0.5215101542513129,17.15
pomdp,engagement,26,2.0375,2.041909708280818,0.4048785719945509,0.5518511097422394,19.45
pomdp,engagement,27,1.8925,1.9417296527710648,0.3908107419143002,0.5428493976127696,19.17
pomdp,engagement,28,1.895,1.9360759453981913,0.4222342539074009,0.5447813891001555,22.965
pomdp,engagement,29,1.8775,1.9325880354355887,0.3874952363690297,0.5427440000051117,19.5475
pomdp,engagement,30,1.9775,2.0269649495221613,0.40022683923930247,0.5409552016550039,21.9825
pomdp,composite,1,2.0425,2.088851760688758,0.47096298384117447,0.4556103490110997,15.2075
pomdp,composite,2,2.0925,2.130142303614794,0.47179198501597386,0.43966228632675824,15.86
pomdp,composite,3,2.09,2.1308865490969193,0.4645773713522289,0.4972954254976155,17.7525
pomdp,composite,4,2.025,2.0519329693189947,0.4628156852387883,0.44345939933373946,16.5925
pomdp,composite,5,2.0375,2.0707574809291582,0.48812281398574586,0.4904026287760141,19.37
pomdp,composite,6,2.01,2.0428382379951726,0.4598814827536486,0.4307294054143954,16.795
pomdp,composite,7,2.0075,2.016224991402861,0.4760343060406656,0.46580553032856814,15.4325
pomdp,composite,8,2.015,2.0210479567993365,0.4825696719684626,0.48113683601630386,20.185
pomdp,composite,9,1.9625,2.018311832585443,0.46541340251301877,0.4562036660496822,15.62
pomdp,composite,10,2.05,2.055250858503476,0.4663562441303426,0.4477311425197281,16.085
pomdp,composite,11,1.975,1.980326622717267,0.476545836290653,0.46640213549369547,18.5125
pomdp,composite,12,2.055,2.080967302874992,0.4645057419322787,0.48185948302816667,17.79
pomdp,composite,13,1.95,1.959226712364403,0.490383111524785,0.490962114023034,17.5925
pomdp,composite,14,2.0175,2.033753126911551,0.4448781081411057,0.4550265045656754,14.865
pomdp,composite,15,2.1275,2.1767665594520853,0.42078127585777075,0.44223789458905655,16.12
pomdp,composite,16,1.8775,1.914179885864645,0.47615850536089427,0.4809965314969775,16.8525
pomdp,composite,17,2.04,2.0635515546619665,0.46739194678804435,0.46276989009242564,16.6175
pomdp,composite,18,2.05,2.0803758871822144,0.5012986910632048,0.4568517935068384,15.28
pomdp,composite,19,1.9725,1.9811540660427083,0.4653188632288284,0.4562429380105567,14.9325
pomdp,composite,20,2.0625,2.0928971547011668,0.4510901175801684,0.4639275329317533,14.6375
pomdp,composite,21,1.9375,1.9896099114932082,0.4675564251473817,0.4323397266281958,15.8975
pomdp,composite,22,2.0575,2.052081291630241,0.45143175447888434,0.4566315393773151,15.725
pomdp,composite,23,1.915,1.9231588927966203,0.48429636846452584,0.4666509965381357,17.55
pomdp,composite,24,1.935,1.9619997400693507,0.4861086543663731,0.44048453438535773,17.1325
pomdp,composite,25,2.135,2.170898730314191,0.48059997273872956,0.4789545266808014,18.6875
pomdp,composite,26,2.0,2.02872445351008,0.4833894366356121,0.46473142745172935,16.8525
pomdp,composite,27,2.02,2.0437831499296695,0.48773795383651697,0.49803750708636696,19.1375
pomdp,composite,28,2.0675,2.115593946869272,0.46343433209521884,0.4423779531078974,15.7625
pomdp,composite,29,2.0325,2.099222090248476,0.4639489200954812,0.47855287808148433,17.505
pomdp,composite,30,1.9725,2.005504418191255,0.48774583020541656,0.4667405462795709,17.66
pomdp,knowledge_gain,1,1.99,1.9935070429270774,0.4513941449867344,0.29894322782243243,17.985
pomdp,knowledge_gain,2,2.05,2.0600199396033,0.4768004751132808,0.31336102359641105,18.89
pomdp,knowledge_gain,3,2.0175,2.023365542250803,0.4614933596852934,0.2959707414722766,17.3175
pomdp,knowledge_gain,4,1.995,1.9810156036825264,0.4910000820119049,0.2921445630625609,20.4375
pomdp,knowledge_gain,5,2.0775,2.0981038944994275,0.46055976108469393,0.29592734078858607,17.9125
pomdp,knowledge_gain,6,2.155,2.19304837571071,0.47392958918743006,0.3169186323315265,20.6625
pomdp,knowledge_gain,7,1.955,1.9901621563481913,0.46208132473304575,0.279949811502186,16.025
pomdp,knowledge_gain,8,2.1275,2.159542789636678,0.4927458247638613,0.3196415771996399,18.4425
pomdp,knowledge_gain,9,2.0925,2.0885265319545887,0.48146070454642553,0.29307681544065056,20.105
pomdp,knowledge_gain,10,2.0975,2.094603303738265,0.4567249842151931,0.28602240378607957,20.165
pomdp,knowledge_gain,11,2.1225,2.123410737314964,0.4822781948693202,0.3337114642549352,24.205
pomdp,knowledge_gain,12,2.0375,2.061220202791393,0.46042952880485705,0.29513881421464266,17.965
pomdp,knowledge_gain,13,2.07,2.052916502741431,0.46935157554392504,0.2877583622690014,16.1075
pomdp,knowledge_gain,14,2.1825,2.1703918754697855,0.4577030437253996,0.27508564047551753,18.6325
pomdp,knowledge_gain,15,2.1175,2.1196715662259256,0.47180413735602955,0.3214606783775233,22.15
pomdp,knowledge_gain,16,2.0925,2.068039808232399,0.45858157210200773,0.2761449062696786,15.4525
pomdp,knowledge_gain,17,2.065,2.0659789546775627,0.48858994194574107,0.30166326808649524,21.1275
pomdp,knowledge_gain,18,1.94,1.9461791185801787,0.48336489236197167,0.3304743691902241,18.99
pomdp,knowledge_gain,19,2.16,2.181887133212642,0.45487191185148956,0.2905405455180933,19.75
pomdp,knowledge_gain,20,1.985,2.0286276191051713,0.4720817834925573,0.3077090860187783,19.0425
pomdp,knowledge_gain,21,2.0975,2.09637177141358,0.46832518813079477,0.30192617313572523,21.3975
pomdp,knowledge_gain,22,1.9725,1.9610161912259922,0.44466503090647314,0.25250762016742867,16.2125
pomdp,knowledge_gain,23,2.2,2.212620578079621,0.45240429278212074,0.3062306492428836,19.35
pomdp,knowledge_gain,24,2.09,2.116824736384965,0.4591482582805499,0.30840461065052865,17.72
pomdp,knowledge_gain,25,2.0,2.015259749363224,0.46388804109476744,0.26972611867782276,17.1775
pomdp,knowledge_gain,26,2.01,2.0157898049325267,0.5134308057115304,0.28195657904311006,22.9375
pomdp,knowledge_gain,27,2.1275,2.139021155803059,0.4945906749616894,0.3359691803477341,23.8075
