agent_type,reward_function,run_number,avg_final_state,avg_avg_state,avg_accuracy,avg_engagement,avg_questions_answered
pomdp,composite,10,2.0625,2.094112540755176,0.46350140587053973,0.4408118345092164,16.8625
pomdp,composite,11,1.96,1.9603772049474406,0.4655334384819633,0.4913027659725887,16.9125
pomdp,composite,12,2.0625,2.0830337099667404,0.45760471488333715,0.4511529826036348,17.39
pomdp,composite,13,2.0275,2.0870060047154366,0.48592392630395537,0.4981401152666902,16.905
pomdp,composite,14,2.1125,2.096848058234317,0.4681606578234515,0.46853094057358435,17.1675
pomdp,composite,15,2.065,2.0588984197874955,0.4853779479386985,0.46787341810575606,16.65
pomdp,composite,16,1.9725,1.9645115096210293,0.4788128070689524,0.4634336757249885,18.4375
pomdp,composite,17,1.98,1.9856051535048191,0.4644108502071036,0.4389781275350839,16.1975
pomdp,composite,18,2.05,2.085680265982287,0.46327407778925034,0.4354380557332568,15.115
pomdp,composite,19,2.0925,2.1199416712809858,0.4575537759378706,0.4800230684048035,16.6175
pomdp,composite,20,2.0425,2.0941159020088254,0.4481542743163841,0.41626669587497134,12.4175
pomdp,composite,21,2.12,2.150219763622529,0.4842065010985688,0.46187093837576326,16.665
pomdp,composite,22,2.0575,2.1141209044144027,0.4757658995708682,0.45040464463660174,14.64
pomdp,composite,23,2.0275,2.080719928622494,0.4484261723871127,0.4876225846593827,19.5425
pomdp,composite,24,2.1975,2.2518354294013303,0.4739907937301093,0.4829458717273982,17.9075
pomdp,composite,25,2.055,2.1115136173311697,0.4902143174816414,0.48087481210483923,20.005
pomdp,composite,26,2.06,2.0852738124124737,0.4530024800733184,0.45018137960859195,18.5025
pomdp,composite,27,2.13,2.1502242844700645,0.48899919688586296,0.4887920500006943,16.075
pomdp,composite,28,1.9375,1.9562393210104694,0.48232203394245404,0.48120562474251694,17.5825
pomdp,composite,29,2.0175,2.0438643026402477,0.48938995151308057,0.4777943272785193,17.8075
pomdp,composite,30,1.9525,1.9785232417167344,0.479075174982636,0.44312532259762494,21.115
pomdp,knowledge_gain,1,2.0925,2.1282341375096907,0.44845719014853075,0.30696699960597845,16.9075
pomdp,knowledge_gain,2,2.1225,2.1484382613443604,0.4684480664225484,0.29763699511020336,18.8925
pomdp,knowledge_gain,3,2.0475,2.041000252730518,0.44264249628172764,0.26827893654518203,17.105
pomdp,knowledge_gain,4,2.0875,2.1201866818418087,0.45376585637686395,0.2653938559573741,18.3375
pomdp,knowledge_gain,5,2.1075,2.139595554428195,0.4571884589479716,0.29978508525507314,18.98
pomdp,knowledge_gain,6,2.035,2.0636812162842526,0.47139629779606707,0.2785716855799473,16.7375
pomdp,knowledge_gain,7,2.05,2.078398128553054,0.47095734776764153,0.2742411685205245,15.88
pomdp,knowledge_gain,8,2.135,2.129949487477889,0.46244608917374846,0.2953113529025933,15.705
pomdp,knowledge_gain,9,2.0575,2.0680580552045447,0.46353062461588734,0.2767935889358991,16.8425
pomdp,knowledge_gain,10,2.065,2.079856195189285,0.41842854031734733,0.3038724906509516,18.5475
pomdp,knowledge_gain,11,2.1225,2.1351064909134587,0.4769635870383121,0.28862216109996747,18.82
pomdp,knowledge_gain,12,2.17,2.1733575948809154,0.4552523298074027,0.28752696046795995,16.2975
pomdp,knowledge_gain,13,2.1,2.121171859721001,0.4688575657809956,0.2923526149483749,17.725
pomdp,knowledge_gain,14,1.98,1.986289100542671,0.4527498857230174,0.2895425389863317,16.4325
pomdp,knowledge_gain,15,2.0825,2.1129835385774767,0.4785716399265404,0.29570188431734246,16.995
pomdp,knowledge_gain,16,2.105,2.1183390350146234,0.4406276186972063,0.27950718369438776,21.2575
pomdp,knowledge_gain,17,2.175,2.2054382279504536,0.45954062324019007,0.29741974776224916,19.1975
pomdp,knowledge_gain,18,2.035,2.0303449289210374,0.4560497849465453,0.30065019124041786,20.79
pomdp,knowledge_gain,19,2.165,2.154356887508424,0.48673017181012296,0.3162690141612348,21.73
pomdp,knowledge_gain,20,2.0825,2.1097894647147033,0.4683077575077155,0.278929863642888,18.59
pomdp,knowledge_gain,21,2.135,2.1404384047978446,0.4905181050921898,0.32651126584900664,22.24
pomdp,knowledge_gain,22,2.08,2.0721268616964084,0.4840537525128275,0.31845350885036156,21.545
