agent_type,reward_function,run_number,avg_final_state,avg_avg_state,avg_accuracy,avg_engagement,avg_questions_answered,avg_total_reward
bandit,correctness,1,1.93,1.8842451354669776,0.3272694452769043,0.42532834331683667,13.265,0.3272694452769043
bandit,correctness,2,1.9375,1.93123073949272,0.3279114487111538,0.41200096709843137,13.175,0.3279114487111538
bandit,correctness,3,2.1125,2.1059426998108712,0.2869298598024372,0.3778882068091384,13.5475,0.2869298598024372
bandit,correctness,4,2.0625,2.033952749656621,0.31364410350213495,0.38754084847863934,14.8975,0.31364410350213495
bandit,correctness,5,2.03,2.0263199110182435,0.3014178480825349,0.3906344473859187,13.0075,0.3014178480825349
bandit,correctness,6,2.1075,2.0947226636340237,0.30845251084581066,0.3852738599352412,15.2325,0.30845251084581066
bandit,correctness,7,2.045,1.9896768392948314,0.3179204825028026,0.4193052037912503,13.6325,0.3179204825028026
bandit,correctness,8,1.96,1.878293132584843,0.3498301772086457,0.41086147238745147,13.035,0.3498301772086457
bandit,correctness,9,1.9725,1.9213083031956695,0.30904739969203954,0.4202168342961858,13.38,0.30904739969203954
bandit,correctness,10,2.0925,2.0591658610712944,0.32236033966514027,0.39226797170478206,14.03,0.32236033966514027
bandit,correctness,11,1.9575,1.9019429572029187,0.34405498597147327,0.41773973886915355,13.68,0.34405498597147327
bandit,correctness,12,2.08,2.044935754925315,0.3348511849576073,0.3776642109043643,14.7625,0.3348511849576073
bandit,correctness,13,2.0475,1.9822603501869742,0.35864561545462065,0.41090520731630287,16.47,0.35864561545462065
bandit,correctness,14,2.055,2.0381767819243084,0.30735890057044046,0.3904244539169985,10.635,0.30735890057044046
bandit,correctness,15,2.075,2.073212721485318,0.2884258783365634,0.36969384635329233,11.7825,0.2884258783365634
bandit,correctness,16,2.215,2.2070047499072585,0.2884852898097566,0.3538193659876955,13.015,0.2884852898097566
bandit,correctness,17,1.99,1.9507499846258713,0.32476453725219,0.4136816844168972,14.6875,0.32476453725219
bandit,correctness,18,2.1025,2.059061197754229,0.3212221756807005,0.380600742324721,13.3025,0.3212221756807005
bandit,correctness,19,2.0825,2.020322173262977,0.3098716861196705,0.38540444496633586,11.6075,0.3098716861196705
