student_type,agent_type,run,final_state,avg_state,accuracy,engagement,questions_answered,avg_total_reward
FORGETFUL,bandit,48,1.655,1.7287565968907068,0.28476208791085755,0.4144544298466583,27.175,0.32366979049159783
FORGETFUL,bandit,49,1.775,1.8020801230400183,0.2693012794266974,0.3932332750516197,28.41,0.30648087811417407
FORGETFUL,bandit,50,1.795,1.8790677614427005,0.26195267874058475,0.3749038003143631,26.2775,0.29583801521271824
FORGETFUL,pomdp,1,1.7975,1.9270229823432405,0.42843761259268154,0.40297842174769044,23.9725,0.42079985533918424
FORGETFUL,pomdp,2,1.755,1.8453977857351154,0.42335887778377557,0.42842903766788154,27.325,0.4248799257490073
FORGETFUL,pomdp,3,1.7375,1.8675109552174416,0.44450799568271804,0.38809570172960023,25.81,0.4275843074967828
FORGETFUL,pomdp,4,1.84,1.9773443610883101,0.4414469006478723,0.3851255507220381,26.01,0.424550495670122
FORGETFUL,pomdp,5,1.9175,2.028762902456062,0.46018372332001234,0.40486368392780264,23.675,0.44358771150234944
FORGETFUL,pomdp,6,1.73,1.8667086046302992,0.41623092059614847,0.3976425490024064,25.465,0.4106544091180258
FORGETFUL,pomdp,7,1.875,2.00611164649458,0.46232304052631457,0.40813970344909273,31.145,0.446068039403148
FORGETFUL,pomdp,8,1.875,1.9885031203766779,0.4242493752054288,0.4093771454671703,24.25,0.41978770628395123
FORGETFUL,pomdp,9,1.705,1.8496627530950482,0.4292882420282867,0.4313291620803275,28.94,0.42990051804389895
FORGETFUL,pomdp,10,1.805,1.9704989873342462,0.44038707454531917,0.4339639246797504,28.5675,0.43846012958564856
FORGETFUL,pomdp,11,1.865,1.975565910133224,0.45237072083208957,0.4054493285733355,27.69,0.4382943031544633
FORGETFUL,pomdp,12,1.8475,1.965439881998052,0.4601523106052637,0.4296879866497927,28.6375,0.4510130134186224
FORGETFUL,pomdp,13,1.8975,2.0168460462266067,0.44517710246539804,0.40135380735118614,23.73,0.43203011393113444
FORGETFUL,pomdp,14,1.7525,1.8762334425329112,0.4570964045709225,0.40545739461562474,25.76,0.4416047015843331
FORGETFUL,pomdp,15,1.89,2.0115522284706406,0.4430034417497298,0.38620554405815866,24.07,0.4259640724422584
FORGETFUL,pomdp,16,1.83,2.000582699563222,0.4247725715597693,0.39659610485404423,22.735,0.4163196315480518
FORGETFUL,pomdp,17,1.805,1.8987167645735104,0.44228682675604963,0.4120550110284299,25.795,0.43321728203776366
FORGETFUL,pomdp,18,1.92,2.021023515415987,0.4374314240245841,0.40524710451252616,23.625,0.42777612817096666
FORGETFUL,pomdp,19,1.815,1.9367236319733303,0.4494589101535519,0.4224242317260727,28.6175,0.44134850662530817
FORGETFUL,pomdp,20,1.7975,1.9323140889579093,0.4478009306958692,0.44052622068146435,33.4025,0.4456185176915477
FORGETFUL,pomdp,21,1.8475,1.9905000068791785,0.4181999479206438,0.38730678292485715,24.8825,0.4089319984219078
FORGETFUL,pomdp,22,1.8625,1.98146088472972,0.42241513612973924,0.393157511896413,22.3425,0.4136378488597414
FORGETFUL,pomdp,23,1.835,1.9361898313943593,0.42271377247076053,0.39764426667209607,22.745,0.4151929207311612
FORGETFUL,pomdp,24,1.77,1.9438571368376971,0.4372742584672551,0.43384749466957684,28.0975,0.43624622932795165
FORGETFUL,pomdp,25,1.82,1.9351434212035286,0.4430789496505893,0.4114531768594995,28.14,0.4335912178132624
FORGETFUL,pomdp,26,1.985,2.1124498470695983,0.43663291799003345,0.383433194854757,24.3475,0.4206730010494505
FORGETFUL,pomdp,27,1.89,2.013183388789496,0.4404604252068235,0.40628699814057995,24.215,0.43020839708695036
FORGETFUL,pomdp,28,1.7625,1.897903026668497,0.42527687498297423,0.4275732259939875,25.745,0.4259657802862782
FORGETFUL,pomdp,29,1.875,1.982707739463239,0.44984334766459155,0.4152024107561395,26.5175,0.4394510665920559
FORGETFUL,pomdp,30,1.78,1.9333074965236745,0.4551607969091518,0.4322875353008668,28.4775,0.44829881842666625
FORGETFUL,pomdp,31,1.83,1.957993119905091,0.44826830917586796,0.4139486739763896,27.0675,0.43797241861602443
FORGETFUL,pomdp,32,1.8425,1.9921167220405818,0.4626131308093514,0.4022184578382408,27.7375,0.44449472891801817
FORGETFUL,pomdp,33,1.6925,1.8139778263557502,0.4357803986686294,0.4296201855397587,28.3575,0.4339323347299681
FORGETFUL,pomdp,34,1.8775,2.007648521065923,0.442471953591149,0.43616462122877026,28.6025,0.44057975388243537
FORGETFUL,pomdp,35,1.88,2.0055550545617193,0.4337060467352864,0.38893982127126153,25.33,0.4202761790960789
FORGETFUL,pomdp,36,1.755,1.8199144679194352,0.4421099578633169,0.4229911553258356,30.88,0.43637431710207253
FORGETFUL,pomdp,37,1.8675,1.9854644013770217,0.4320427840504905,0.36689707594897203,22.5625,0.41249907162003496
FORGETFUL,pomdp,38,1.955,2.053035245824997,0.43059161811217145,0.37651721865486965,22.2175,0.4143692982749808
FORGETFUL,pomdp,39,1.8675,2.005541760558951,0.4564327347550741,0.40841783859469294,26.73,0.44202826590695987
FORGETFUL,pomdp,40,1.7975,1.9307696601469448,0.4570114541663922,0.40635480694886267,27.08,0.44181446000113334
FORGETFUL,pomdp,41,1.8625,1.9696087320613356,0.44508509339124785,0.4032575176727549,27.755,0.4325368206757
FORGETFUL,pomdp,42,1.7225,1.8153969929691436,0.45787860019500504,0.42479745821469733,28.8975,0.4479542576009128
FORGETFUL,pomdp,43,1.865,2.03753475821061,0.43050400867770927,0.39168294065445125,21.6225,0.41885768827073183
FORGETFUL,pomdp,44,1.79,1.9190128189000626,0.42199494755840483,0.43301065216690227,28.06,0.42529965894095395
FORGETFUL,pomdp,45,1.78,1.9259515010719235,0.4354691931364097,0.40313734484619895,25.075,0.42576963864934647
FORGETFUL,pomdp,46,1.9675,2.0561561535941406,0.4332228060969723,0.4162571135806719,25.2125,0.42813309834208224
FORGETFUL,pomdp,47,1.67,1.758557363887262,0.4477386232155077,0.41798105380074646,27.2675,0.43881135239107927
FORGETFUL,pomdp,48,1.91,2.0293766288915185,0.44437565427494646,0.4008411593634646,24.695,0.43131530580150185
FORGETFUL,pomdp,49,1.86,1.9928595736222388,0.44750029952747183,0.41313414133291226,24.8775,0.437190452069104
FORGETFUL,pomdp,50,1.7175,1.866110174352048,0.44076631184220894,0.4275063540997553,31.4225,0.43678832451947286
RANDOM,bandit,1,2.0475,1.9868765749922292,0.3972463743591822,0.45328282398058406,61.9125,0.41405730924560274
RANDOM,bandit,2,2.145,2.0823591180621044,0.3548807386867767,0.41045971111940943,54.5375,0.37155443041656655
RANDOM,bandit,3,2.0775,1.9917702860098303,0.3442429499780807,0.4324804518945068,57.9475,0.37071420055300847
RANDOM,bandit,4,2.0675,2.015215543193965,0.3608921187815079,0.4327163782654082,58.585,0.382439396626678
RANDOM,bandit,5,2.08,2.038439717847736,0.3666788989860409,0.4603202414106215,57.9625,0.3947713017134151
RANDOM,bandit,6,1.9875,1.9747624404918342,0.3694366414805809,0.455780385103684,58.53,0.39533976456751185
RANDOM,bandit,7,2.1675,2.09627038623787,0.37021094987028447,0.4312862018491366,56.5575,0.38853352546394015
RANDOM,bandit,8,2.095,2.0498784903584526,0.3752035048514394,0.43983363893404176,56.89,0.39459254507622005
RANDOM,bandit,9,2.0825,2.082944726629989,0.36410418890434043,0.4201404134237844,55.0425,0.38091505626017363
RANDOM,bandit,10,1.9975,1.9405589278179687,0.3723125835977982,0.4383065874421199,60.43,0.3921107847510947
RANDOM,bandit,11,2.015,1.9664448500107623,0.37534927087367975,0.45603542107507944,58.7375,0.39955511593409965
RANDOM,bandit,12,2.08,2.0450209842287417,0.36194957300642094,0.45140946313152186,63.335,0.3887875400439512
RANDOM,bandit,13,2.035,1.9721538923919724,0.36623351956101063,0.45934883869310894,63.7575,0.3941681153006401
RANDOM,bandit,14,2.035,1.9934287706063003,0.38643349316229875,0.4503484682525362,62.5575,0.40560798568937
RANDOM,bandit,15,2.035,2.0270640567717004,0.361210810912674,0.4280926784520045,56.73,0.381275371174473
RANDOM,bandit,16,2.1025,2.0431823490240792,0.3705541859829895,0.4376947782119924,62.2925,0.3906963636516904
RANDOM,bandit,17,2.0975,2.05601405373061,0.35903430247905116,0.42985385002944215,56.65,0.3802801667441685
RANDOM,bandit,18,2.1075,2.0141196620618573,0.37501988397346325,0.45372395044676367,56.2525,0.3986311039154533
RANDOM,bandit,19,2.125,2.0645773300725874,0.34222957751713534,0.4140158544685346,49.415,0.36376546060255516
RANDOM,bandit,20,2.0675,2.0158895827685517,0.36058065201634404,0.4389875440662508,59.955,0.38410271963131615
RANDOM,bandit,21,2.0225,1.9531919651166396,0.3845643005118032,0.46915273532236795,67.9075,0.4099408309549726
RANDOM,bandit,22,1.9875,1.9269409714861312,0.38706360742731816,0.4623964582202874,65.0075,0.40966346266520887
RANDOM,bandit,23,2.0525,1.979677120796906,0.36542207238056934,0.4544772245414327,62.8825,0.3921386180288283
RANDOM,bandit,24,2.15,2.081405631612543,0.3584690035492399,0.43131310009469237,60.3625,0.3803222325128756
RANDOM,bandit,25,2.0675,2.0078276613464094,0.3676243042969906,0.43830910256903843,58.405,0.3888297437786049
RANDOM,bandit,26,2.0775,1.9883972006997805,0.39630029221573737,0.4676525887688672,65.205,0.4177059811816763
RANDOM,bandit,27,2.11,2.096354495794404,0.3637077773796473,0.4356451559135152,62.235,0.3852889909398077
RANDOM,bandit,28,2.015,1.9811613780560982,0.3711535852286653,0.43478114453828653,61.75,0.39024185302155173
RANDOM,bandit,29,1.985,1.9519121821379515,0.36835895131510876,0.4564504960000788,60.9775,0.3947864147205998
RANDOM,bandit,30,2.1375,2.083332422401674,0.3696468109626704,0.43710297949592586,57.8125,0.38988366152264703
RANDOM,bandit,31,2.05,2.053247750739769,0.3463838105155405,0.4218285821277587,56.5375,0.36901724199920594
RANDOM,bandit,32,2.1575,2.105906278936735,0.36240108953075123,0.4274173890105152,55.15,0.3819059793746804
RANDOM,bandit,33,2.1375,2.0708215611700784,0.36465084171534756,0.4363850110159271,61.9025,0.38617109250552134
RANDOM,bandit,34,2.02,1.9753668989605717,0.35553965328151876,0.44432049948191404,58.52,0.38217390714163735
RANDOM,bandit,35,2.06,2.0104631037989082,0.3521485131599094,0.44288261492123526,56.09,0.37936874368830714
RANDOM,bandit,36,2.0275,2.0451613674813256,0.36704539215690474,0.43107752904336694,60.2475,0.3862550332228434
RANDOM,bandit,37,2.1325,2.1070379856716714,0.3879454004360884,0.45056641283084653,61.075,0.4067317041545158
RANDOM,bandit,38,2.045,2.001331874555177,0.37989401130847583,0.4635041565383136,60.4975,0.40497705487742713
RANDOM,bandit,39,1.9825,1.9657565536630222,0.36004705041576157,0.4463175567918876,55.63,0.38592820232859937
RANDOM,bandit,40,2.2225,2.140847168523443,0.37154435570482336,0.432295105759206,62.1475,0.38976958072113815
RANDOM,bandit,41,2.155,2.131477745248082,0.3541045567513713,0.4035909430677701,52.6175,0.368950472646291
RANDOM,bandit,42,2.095,2.051364823679555,0.3747959877277702,0.42719913107992086,60.4075,0.39051693073341537
RANDOM,bandit,43,1.9825,1.9497575305037929,0.35049938115527746,0.4303596828913768,55.155,0.37445747167610727
RANDOM,bandit,44,1.9825,1.9281263776668138,0.3719894905106305,0.44744541462584747,58.0625,0.39462626774519566
RANDOM,bandit,45,2.13,2.052203341908396,0.3555635449230814,0.4302419428609982,55.415,0.37796706430445637
RANDOM,bandit,46,2.14,2.0816672325468475,0.38579755551766565,0.43134514941765956,71.0125,0.39946183368766386
RANDOM,bandit,47,2.1675,2.120866153656154,0.34445074056726205,0.41121609081458776,57.56,0.36448034564145976
RANDOM,bandit,48,2.0175,1.9420897522498637,0.392749337463114,0.49441555621307215,65.2825,0.4232492030881015
RANDOM,bandit,49,2.0675,2.0225619817172253,0.35215643087837273,0.4279813301308691,57.195,0.37490390065412155
RANDOM,bandit,50,2.055,2.0544230641987213,0.35420278089046353,0.42994535462634587,63.3825,0.3769255530112282
RANDOM,pomdp,1,1.825,1.9601391244654958,0.5352889339385004,0.5605524586555912,83.2825,0.5428679913536277
RANDOM,pomdp,2,1.8925,1.9912540031799149,0.530151693614749,0.5625975694675965,73.4825,0.5398854563706033
RANDOM,pomdp,3,1.85,1.986076167190628,0.522409660176086,0.5715597588247645,74.5775,0.5371546897706895
RANDOM,pomdp,4,1.8175,1.9457401256813867,0.5470987406779717,0.5483240655581223,77.37,0.5474663381420168
RANDOM,pomdp,5,1.855,1.9856038648541738,0.5116260355295296,0.5620318435895557,75.9,0.5267477779475374
RANDOM,pomdp,6,1.76,1.8982794855286256,0.5272148058439327,0.5050949926862869,67.76,0.5205788618966389
RANDOM,pomdp,7,1.905,2.014494101209449,0.5315258793677706,0.5231444801074099,71.795,0.5290114595896624
RANDOM,pomdp,8,1.885,2.008262556906746,0.5123477785810457,0.5133462856739018,70.5225,0.5126473307089026
RANDOM,pomdp,9,1.825,1.934120880603602,0.5251305883936647,0.5630287020930809,73.78,0.5365000225034895
RANDOM,pomdp,10,1.8975,2.0293385441840726,0.5251699900323521,0.5434048854370475,70.3625,0.5306404586537606
RANDOM,pomdp,11,1.8525,1.9909834472331642,0.4930506930245617,0.5406467850114357,70.6175,0.507329520620624
RANDOM,pomdp,12,1.8025,1.9329471682079231,0.5153869746628965,0.5516698346224976,79.5275,0.5262718326507768
RANDOM,pomdp,13,1.885,2.0143937081127485,0.5083098495299597,0.5537026430529197,66.275,0.5219276875868477
RANDOM,pomdp,14,1.97,2.071542937049382,0.5148171788398453,0.5799818591895224,68.88,0.5343665829447485
RANDOM,pomdp,15,1.8175,1.9988660585281566,0.5137562349639855,0.5438177765770688,75.1275,0.5227746974479105
RANDOM,pomdp,16,1.9375,2.0460570598942036,0.5066336012950867,0.5611924744363969,78.9675,0.5230012632374799
RANDOM,pomdp,17,1.93,2.0637317924450262,0.531287468527563,0.5525090277305406,76.65,0.5376539362884563
RANDOM,pomdp,18,1.9225,2.052285392264595,0.5213855695641972,0.5449881821121816,72.7375,0.5284663533285925
RANDOM,pomdp,19,1.8925,1.984837548519516,0.5229273462566719,0.5580737900047668,71.6,0.5334712793811003
RANDOM,pomdp,20,1.905,2.08982777199094,0.5048723728827299,0.5225259608183727,66.8725,0.5101684492634226
RANDOM,pomdp,21,1.885,1.9734434778158647,0.5527072393066453,0.5454646119968348,79.775,0.5505344511137023
RANDOM,pomdp,22,1.92,2.0551913836537956,0.5259202155533915,0.5473606436118611,66.4425,0.5323523439709323
RANDOM,pomdp,23,1.8725,2.014129933608685,0.5129964653140269,0.5459097177010362,75.7075,0.5228704410301296
RANDOM,pomdp,24,1.9075,2.0566033680170492,0.5102286903812293,0.5418019245121175,70.915,0.5197006606204958
RANDOM,pomdp,25,1.8025,1.9618195512893337,0.5088603708053038,0.559322519967373,80.085,0.5239990155539246
RANDOM,pomdp,26,1.83,1.9824438030224711,0.5125429995067999,0.5243457735108341,70.1125,0.5160838317080103
RANDOM,pomdp,27,1.97,2.0679421614437685,0.5237953187149101,0.5588956197618529,78.365,0.534325409028993
RANDOM,pomdp,28,1.88,2.0406162221390622,0.5265932394013166,0.5332811731597505,71.705,0.5285996195288467
RANDOM,pomdp,29,1.9375,2.066439176486854,0.5362543985370215,0.5390625988536528,72.06,0.5370968586320108
RANDOM,pomdp,30,1.9,2.0148182634190164,0.5176283051929097,0.5740134626655189,77.21,0.5345438524346925
RANDOM,pomdp,31,1.91,2.055246643212571,0.5228702815732893,0.548088534662972,79.4025,0.5304357575001941
RANDOM,pomdp,32,1.86,1.978784995798503,0.48565037369718467,0.5339894352165755,66.6225,0.5001520921530019
RANDOM,pomdp,33,1.885,1.9904694495811106,0.5270502505530381,0.5383714153219868,67.1575,0.5304465999837228
RANDOM,pomdp,34,1.8075,1.9291407387746262,0.5229380434459658,0.5621646117731391,74.23,0.5347060139441179
RANDOM,pomdp,35,1.915,2.0359881801201802,0.5112515801749631,0.5514405844398131,71.71,0.5233082814544181
RANDOM,pomdp,36,1.9025,2.049741993376388,0.5272219255962571,0.5493278973948614,72.62,0.5338537171358384
RANDOM,pomdp,37,1.815,1.9263750437589204,0.507312212211316,0.5522457263212357,76.3325,0.5207922664442919
RANDOM,pomdp,38,1.8875,2.0310924288364167,0.5373081406146533,0.5829973682263493,82.3,0.5510149088981621
RANDOM,pomdp,39,1.88,2.0049581658547293,0.5373679704487531,0.568794629988749,78.105,0.5467959683107518
RANDOM,pomdp,40,1.895,2.078850793036139,0.5136838827438117,0.5673774421027035,74.4,0.5297919505514793
RANDOM,pomdp,41,1.8225,1.9697367111683093,0.5001265495111266,0.5611218589033807,74.1725,0.5184251423288028
RANDOM,pomdp,42,1.8875,2.0622565684143326,0.5252937632552667,0.5581828147809926,73.81,0.5351604787129844
RANDOM,pomdp,43,1.83,1.9783683252019142,0.5412088353007359,0.5648561749220591,84.58,0.5483030371871329
RANDOM,pomdp,44,1.85,1.971707316979407,0.533369604036657,0.5616121919483225,73.5,0.5418423804101566
RANDOM,pomdp,45,1.9975,2.128656970650498,0.4889297709967845,0.5368250994835713,62.8,0.5032983695428206
RANDOM,pomdp,46,1.7625,1.8889820947157647,0.5217424652715771,0.5415057435361444,71.395,0.5276714487509473
RANDOM,pomdp,47,1.905,2.0262382918887925,0.5339635874539318,0.5430941944258406,70.1925,0.5367027695455043
RANDOM,pomdp,48,1.825,2.0162545488167973,0.523307142056066,0.5551968581354729,76.48,0.5328740568798881
RANDOM,pomdp,49,1.885,1.9855697348472399,0.5162830310350882,0.5687809470092412,71.345,0.532032405827334
RANDOM,pomdp,50,1.8375,2.0096961401544995,0.5195113886091992,0.5509865111489616,67.31,0.528953925371128
