student_type,agent_type,run,final_state,avg_state,accuracy,engagement,questions_answered,avg_total_reward
FAST,pomdp,41,2.4225,2.402266792803957,0.5711296865076334,0.77286657177361,117.28,0.6316507520874264
FAST,pomdp,42,2.3425,2.3705349525461177,0.5667938516895918,0.7408677418948676,121.9975,0.6190160187511745
FAST,pomdp,43,2.385,2.413311542457683,0.564342940488186,0.7669673630746423,126.1375,0.6251302672641228
FAST,pomdp,44,2.3625,2.380022192775003,0.5706042539831264,0.7992661573451864,136.5675,0.6392028249917443
FAST,pomdp,45,2.3625,2.3817056306206217,0.5773426826989704,0.7878299295368363,129.785,0.6404888567503302
FAST,pomdp,46,2.4325,2.4166209915994163,0.5555616687859226,0.7598007008412417,126.2875,0.6168333784025184
FAST,pomdp,47,2.425,2.4406346691340963,0.5769407614419254,0.7763596832181446,122.42,0.6367664379747912
FAST,pomdp,48,2.4675,2.466880530354467,0.5797267387323423,0.7758108493921131,127.17,0.6385519719302735
FAST,pomdp,49,2.3675,2.381988012594373,0.5731027283253822,0.8088884412784703,136.0075,0.6438384422113085
FAST,pomdp,50,2.375,2.367929046097461,0.5753650025632048,0.7889514881180314,143.7475,0.6394409482296527
STEADY,bandit,1,2.56,2.3535181329915065,0.5741798617105031,0.5434277013257252,139.74,0.5649542135950697
STEADY,bandit,2,2.455,2.277258746735032,0.5933659712332119,0.561922052811098,147.26,0.5839327957065776
STEADY,bandit,3,2.5325,2.3095130747618224,0.5484776154177632,0.5287811773829704,133.3575,0.5425686840073254
STEADY,bandit,4,2.595,2.3718429117794146,0.5412137959433845,0.5253304568116548,125.1325,0.5364487942038656
STEADY,bandit,5,2.545,2.363887921434535,0.5727553274520447,0.5329357961398236,146.16,0.5608094680583784
STEADY,bandit,6,2.5575,2.306070995905906,0.5836679345059854,0.5753969983473791,148.88,0.5811866536584035
STEADY,bandit,7,2.565,2.329559095893273,0.5720360737423582,0.5549173403370208,139.235,0.5669004537207569
STEADY,bandit,8,2.51,2.270132346207401,0.5816712806509569,0.5700218453908955,144.4575,0.5781764500729384
STEADY,bandit,9,2.6175,2.384452918313764,0.5290540382687462,0.5129229268342747,123.0725,0.5242147048384047
STEADY,bandit,10,2.5025,2.226723116404078,0.5937024500375473,0.575342847105636,150.19,0.5881945691579739
STEADY,bandit,11,2.53,2.2766592394834864,0.5788568511038029,0.5690928961100934,150.815,0.57592766460569
STEADY,bandit,12,2.58,2.3737819689441553,0.5458235766842602,0.5204368536833915,129.365,0.5382075597839996
STEADY,bandit,13,2.455,2.2794513476500864,0.568942490461646,0.5609081976266789,143.6775,0.5665322026111559
STEADY,bandit,14,2.5625,2.3937077734776904,0.5723663013594572,0.5410473403698007,146.695,0.5629706130625601
STEADY,bandit,15,2.4625,2.1899035614090496,0.597834765599246,0.5762071354855075,147.005,0.5913464765651244
STEADY,bandit,16,2.5575,2.3555340864937597,0.581992990837515,0.5607518780589804,137.5125,0.5756206570039546
STEADY,bandit,17,2.525,2.307111047343631,0.5692161321754762,0.5371097193144582,140.8975,0.5595842083171708
STEADY,bandit,18,2.625,2.439910277497967,0.5353424615834534,0.5030169484382869,133.39,0.5256448076399035
STEADY,bandit,19,2.555,2.242003441968507,0.5856541931266674,0.5871462005602216,151.7225,0.5861017953567337
STEADY,bandit,20,2.4825,2.296755719529409,0.5791766703698955,0.5454478227516808,136.72,0.5690580160844312
STEADY,bandit,21,2.5475,2.3166496025548313,0.5655297995059037,0.5370335221343763,139.7475,0.5569809162944455
STEADY,bandit,22,2.5675,2.3201922188101323,0.5871739620975636,0.5670996134938552,152.805,0.581151657516451
STEADY,bandit,23,2.5425,2.3108736799890783,0.5721255311220372,0.5530771067335444,139.0625,0.5664110038054894
STEADY,bandit,24,2.5425,2.2921346925345962,0.5599126925140503,0.558359292868666,138.52,0.5594466726204349
STEADY,bandit,25,2.5,2.241130821085701,0.5830586094838767,0.5747035463568454,144.8675,0.5805520905457673
STEADY,bandit,26,2.605,2.380110224557444,0.5908411154568322,0.5505308939145362,143.11,0.5787480489941433
STEADY,bandit,27,2.595,2.407656303926454,0.5701117803976753,0.5393812745235108,145.8375,0.5608926286354259
STEADY,bandit,28,2.51,2.2841945192169333,0.5749688355251945,0.5607355646632607,141.4875,0.5706988542666143
STEADY,bandit,29,2.485,2.3215215167911225,0.5514698183451133,0.5284312373630619,128.6175,0.5445582440504979
STEADY,bandit,30,2.55,2.32940174764858,0.5567578085379834,0.5484950633923806,145.565,0.5542789849943025
STEADY,bandit,31,2.5375,2.265412464680303,0.5831592196534348,0.5782142680524006,148.1375,0.5816757341731246
STEADY,bandit,32,2.4575,2.2393454860716413,0.582500416176403,0.5758022299474203,150.7425,0.5804909603077081
STEADY,bandit,33,2.435,2.2232323025462724,0.5972476011063266,0.5824783372491795,150.9925,0.5928168219491825
STEADY,bandit,34,2.4725,2.26485928475978,0.5872089326494505,0.5517776484179175,138.175,0.5765795473799906
STEADY,bandit,35,2.65,2.4155342135235207,0.5762946330519648,0.5373814424063594,136.145,0.5646206758582831
STEADY,bandit,36,2.6625,2.4585028620264198,0.5315395401377017,0.5004622764782297,117.4375,0.52221636103986
STEADY,bandit,37,2.55,2.316281632295433,0.5636587354329019,0.5444030050015408,131.2125,0.5578820163034934
STEADY,bandit,38,2.5925,2.3713414467421825,0.5757811220922326,0.5492993217279266,136.945,0.5678365819829407
STEADY,bandit,39,2.4875,2.233292205981532,0.575918991764921,0.5635589843562738,140.715,0.5722109895423269
STEADY,bandit,40,2.57,2.369679764108359,0.5754443775167057,0.5413279321695523,146.0525,0.5652094439125598
STEADY,bandit,41,2.48,2.2395228986253066,0.5953620611377266,0.568589701917378,146.7075,0.5873303533716219
STEADY,bandit,42,2.6275,2.4076725950801925,0.5414039382830579,0.5016633377649566,125.11,0.5294817581276274
STEADY,bandit,43,2.6,2.3221338478107514,0.5426734883975545,0.5464780982134883,139.425,0.5438148713423345
STEADY,bandit,44,2.585,2.3848023072673494,0.58146718665152,0.5387578106727653,137.5725,0.5686543738578935
STEADY,bandit,45,2.5075,2.3391924250362104,0.5790340114956536,0.5473395122199497,141.9725,0.5695256617129424
STEADY,bandit,46,2.645,2.382760631695737,0.5771506690767019,0.5414365576354403,142.5625,0.5664364356443233
STEADY,bandit,47,2.6275,2.4131123669627237,0.5793207433069458,0.5358827626202575,143.5425,0.5662893491009393
STEADY,bandit,48,2.5425,2.331908063504351,0.5652320334358041,0.5288993872780462,141.12,0.5543322395884768
STEADY,bandit,49,2.4975,2.325757832756111,0.5667702200695395,0.527706399766671,136.4975,0.5550510739786789
STEADY,bandit,50,2.5875,2.3264215276533524,0.5686431390384149,0.5660411309920884,141.615,0.5678625366245168
STEADY,pomdp,1,1.6075,1.7976037240243585,0.7005663129429552,0.7359686473869869,161.45,0.7111870132761647
STEADY,pomdp,2,1.5875,1.7487638436494632,0.6911968512937853,0.7542419940318165,170.235,0.7101103941151947
STEADY,pomdp,3,1.5225,1.7157830696755019,0.6993594937560002,0.715352424730621,169.3125,0.7041573730483864
STEADY,pomdp,4,1.45,1.6748615138353966,0.6981468299266774,0.7506518131179817,177.515,0.7138983248840686
STEADY,pomdp,5,1.5275,1.7420649958770276,0.6897194708365255,0.7556131074595267,178.27,0.7094875618234258
STEADY,pomdp,6,1.56,1.7450638414512702,0.6966436787030932,0.7380015848056536,165.065,0.7090510505338614
STEADY,pomdp,7,1.6375,1.8094273018077593,0.6907687217114209,0.7485593393438527,172.875,0.7081059070011506
STEADY,pomdp,8,1.5125,1.6994707560611095,0.6974335702853145,0.7264352401547495,165.89,0.706134071246145
STEADY,pomdp,9,1.635,1.8428458154385325,0.6748100516508032,0.7534867736344145,166.3625,0.6984130682458866
STEADY,pomdp,10,1.485,1.6870961788169223,0.688572518190666,0.7151324159674172,168.095,0.6965404875236914
STEADY,pomdp,11,1.4675,1.6495323462043432,0.6893723971111911,0.7419089997491645,182.0,0.7051333779025833
STEADY,pomdp,12,1.5325,1.7267593379630377,0.6886907705375194,0.743134569894456,175.95,0.7050239103446003
STEADY,pomdp,13,1.59,1.7421002336010423,0.6842693637638575,0.7366659577857413,163.49,0.6999883419704227
STEADY,pomdp,14,1.625,1.7917883056508055,0.6824248666107868,0.7221420597649648,165.5525,0.6943400245570404
STEADY,pomdp,15,1.5375,1.7497607913325384,0.6959377832304946,0.7504804845334325,172.325,0.712300593621376
STEADY,pomdp,16,1.5875,1.8079605604995022,0.6847660932642284,0.71453208150196,159.9,0.6936958897355479
STEADY,pomdp,17,1.505,1.7280260842837851,0.6845525542020974,0.7261878054441181,170.69,0.6970431295747036
STEADY,pomdp,18,1.585,1.739749318848714,0.6861558803263338,0.7342570085395077,168.16,0.700586218790286
STEADY,pomdp,19,1.5975,1.7686986156033941,0.6930014100669101,0.7297382664352213,164.3975,0.7040224669774033
STEADY,pomdp,20,1.455,1.6439525524057097,0.7157973733787965,0.7524969119691559,182.17,0.7268072349559043
STEADY,pomdp,21,1.555,1.7957167122392372,0.6811521718294383,0.728396457825688,161.6925,0.6953254576283132
STEADY,pomdp,22,1.605,1.8273727734889045,0.685161358282999,0.7278894990675445,164.47,0.6979798005183625
STEADY,pomdp,23,1.545,1.6825122869309603,0.6921322935067675,0.731717955383103,172.5325,0.7040079920696681
STEADY,pomdp,24,1.485,1.6286986297722457,0.6821071133561166,0.7398637203895154,170.31,0.6994340954661362
STEADY,pomdp,25,1.59,1.738735676834375,0.6882828580779367,0.7107893266436167,160.8075,0.6950347986476405
STEADY,pomdp,26,1.615,1.763434878315669,0.6937856706042532,0.7439217955265139,170.67,0.7088265080809315
STEADY,pomdp,27,1.5175,1.7001520440543185,0.6818328779767784,0.7128609643834497,165.7675,0.6911413038987797
STEADY,pomdp,28,1.5175,1.6758532549174816,0.6929742704276398,0.7001501125992755,160.0325,0.6951270230791304
STEADY,pomdp,29,1.6175,1.8000506812357735,0.6865796004107687,0.7558446820430034,176.69,0.7073591249004391
STEADY,pomdp,30,1.575,1.754727752292804,0.6835892758721173,0.7607618543958171,167.6525,0.7067410494292272
STEADY,pomdp,31,1.64,1.8347646906109565,0.680330934245799,0.7280537687427153,165.495,0.6946477845948741
STEADY,pomdp,32,1.605,1.8035670793851772,0.6873180514947259,0.6973488516826442,158.765,0.6903272915511013
STEADY,pomdp,33,1.455,1.6581944260767076,0.6919298344361011,0.7092858419884936,166.62,0.6971366367018189
STEADY,pomdp,34,1.5675,1.7624237708542723,0.6940178147483235,0.7583194813697819,171.59,0.7133083147347609
STEADY,pomdp,35,1.56,1.69282683110826,0.7037540808514191,0.6950154033283726,162.2225,0.7011324775945051
STEADY,pomdp,36,1.5425,1.7579428125271357,0.6828767701639413,0.7569546345080036,173.4675,0.7051001294671599
STEADY,pomdp,37,1.585,1.758657385533664,0.6870778443586708,0.7562200596939435,175.2775,0.7078205089592526
STEADY,pomdp,38,1.57,1.7639024509994088,0.6864680102133875,0.7139218190919724,163.5475,0.6947041528769629
STEADY,pomdp,39,1.575,1.7660129192250293,0.6872156505064885,0.7367000265928693,167.3025,0.7020609633324026
STEADY,pomdp,40,1.6325,1.8415453443685732,0.6819079907019377,0.7532855718551394,173.5825,0.7033212650478982
STEADY,pomdp,41,1.515,1.7045095203278688,0.6933146403608432,0.7203132005544904,162.4425,0.7014142084189373
STEADY,pomdp,42,1.565,1.7180978690824398,0.6895462800814798,0.7360251390034955,169.3475,0.7034899377580843
STEADY,pomdp,43,1.6325,1.824869027772745,0.6902153760838553,0.7217296440359151,163.9525,0.6996696564694733
STEADY,pomdp,44,1.5475,1.7249541603653729,0.7005839868555274,0.7331480284941396,171.465,0.7103531993471112
STEADY,pomdp,45,1.52,1.718787269401694,0.6893975406246606,0.7404636515568116,169.075,0.7047173739043059
STEADY,pomdp,46,1.5125,1.709255922191523,0.6922635792008951,0.7612883711653364,178.525,0.7129710167902275
STEADY,pomdp,47,1.495,1.679217108942444,0.6997505312457396,0.7213834660146456,172.6075,0.7062404116764114
STEADY,pomdp,48,1.5825,1.7808552139920686,0.68610628386083,0.7220637026390264,170.5675,0.696893509494289
STEADY,pomdp,49,1.515,1.707033541155738,0.6840609346809569,0.7138503922907392,162.49,0.6929977719638917
STEADY,pomdp,50,1.63,1.8162574520528725,0.672492472240917,0.702978701494574,159.79,0.6816383410170141
FORGETFUL,bandit,1,1.7375,1.807349904882341,0.2773555471115084,0.38483568847574906,27.24,0.3095995895207806
FORGETFUL,bandit,2,1.7025,1.76763870771582,0.2955784062290034,0.4053055016215623,29.8975,0.32849653484677105
FORGETFUL,bandit,3,1.695,1.7365740336240418,0.2798416796625967,0.41433513067457184,30.4775,0.3201897149661893
FORGETFUL,bandit,4,1.72,1.7675072996611858,0.2844569546952283,0.39657258704357984,36.5875,0.3180916443997338
FORGETFUL,bandit,5,1.7625,1.795951709250503,0.29735827855976515,0.4057602957356057,36.4775,0.32987888371251733
FORGETFUL,bandit,6,1.735,1.8126784926455541,0.2831661047385887,0.3928161531375251,29.66,0.31606111925826963
FORGETFUL,bandit,7,1.655,1.7277614448079464,0.2825784304980181,0.39628684423086724,28.79,0.31669095461787294
FORGETFUL,bandit,8,1.8175,1.8780390713822643,0.27089199687329185,0.37003447931924527,26.785,0.30063474160707787
FORGETFUL,bandit,9,1.695,1.75372964844857,0.2899002950046983,0.40749643457571183,30.11,0.32517913687600236
FORGETFUL,bandit,10,1.7125,1.7786931869464246,0.26772614064887384,0.39939606975859,31.26,0.3072271193817887
FORGETFUL,bandit,11,1.7625,1.756115252009697,0.290166419204555,0.4109509876726747,31.695,0.32640178974499096
FORGETFUL,bandit,12,1.7675,1.8373625403690073,0.2692630739838483,0.3811077086771138,30.5175,0.302816464391828
FORGETFUL,bandit,13,1.7075,1.795061935381827,0.2707676863363412,0.38958119227564764,28.6975,0.30641173811813316
FORGETFUL,bandit,14,1.7175,1.7716620501974143,0.2758261949875154,0.3847590489323187,31.4475,0.3085060511709564
FORGETFUL,bandit,15,1.6775,1.7461194613717799,0.2913994562219781,0.41873605756904153,34.9125,0.3296004366260971
FORGETFUL,bandit,16,1.7375,1.7806217409388796,0.284423739943659,0.4058195525474973,29.7875,0.3208424837248105
FORGETFUL,bandit,17,1.72,1.7638754146154378,0.27750608702609353,0.40194115814672055,29.5925,0.3148366083622816
FORGETFUL,bandit,18,1.6625,1.7403560534581992,0.2816560357306177,0.39850924546878486,30.15,0.3167119986520679
FORGETFUL,bandit,19,1.815,1.9151053251212926,0.26179207238821733,0.3515387086834608,31.6325,0.2887160632767904
FORGETFUL,bandit,20,1.735,1.7880979194538187,0.2664900733225057,0.38463642618857635,30.7875,0.3019339791823269
FORGETFUL,bandit,21,1.7525,1.8247600724915083,0.2770862832696973,0.38152143565853064,30.2125,0.3084168289863473
FORGETFUL,bandit,22,1.765,1.8439609632861924,0.2674676517231942,0.37955958119931965,29.0375,0.3010952305660319
FORGETFUL,bandit,23,1.7825,1.8029443309712911,0.2653133425635568,0.3849630284738301,28.8925,0.30120824833663884
FORGETFUL,bandit,24,1.8025,1.862956925887869,0.2707627431744726,0.3718558166105165,28.58,0.3010906652052857
FORGETFUL,bandit,25,1.68,1.7276131257577136,0.290703572372441,0.4192248192985811,33.54,0.32925994645028306
FORGETFUL,bandit,26,1.735,1.8031389119590062,0.2791781137320139,0.3913007965918584,27.0325,0.31281491858996724
FORGETFUL,bandit,27,1.74,1.7911448104313958,0.2803630131235941,0.41023403957381804,32.1675,0.31932432105866126
FORGETFUL,bandit,28,1.7175,1.775413349951175,0.28619951611451633,0.37068673371804495,29.3725,0.3115456813955749
FORGETFUL,bandit,29,1.745,1.8086909407683174,0.2838719264017119,0.38726915280969565,30.29,0.31489109432410695
FORGETFUL,bandit,30,1.735,1.8363070008317623,0.26157196506239394,0.3680952349769613,23.8025,0.29352894603676416
FORGETFUL,bandit,31,1.7075,1.7450848920830637,0.2873772273376855,0.41577168162628936,29.83,0.32589556362426664
FORGETFUL,bandit,32,1.76,1.8039069452477612,0.29114707556961944,0.37419659259051985,34.2,0.31606193067588956
FORGETFUL,bandit,33,1.69,1.7030262884827432,0.30439681315665507,0.42241112947694903,34.535,0.3398011080527432
FORGETFUL,bandit,34,1.6975,1.7706427555690107,0.2949395375630055,0.3995080498698258,29.845,0.3263100912550516
FORGETFUL,bandit,35,1.7225,1.736008238065848,0.2912850024806584,0.4171254724868576,32.785,0.32903714348251817
FORGETFUL,bandit,36,1.705,1.7575328867779734,0.28550602324415847,0.4174459175798934,30.8475,0.32508799154487894
FORGETFUL,bandit,37,1.6525,1.726269378976607,0.2877203294079026,0.4191639433027992,32.645,0.32715341357637157
FORGETFUL,bandit,38,1.85,1.8543368806540823,0.28542480173153784,0.3784000845739907,29.8075,0.3133173865842737
FORGETFUL,bandit,39,1.78,1.8106244195611692,0.2842629941679168,0.3863340001370041,32.1525,0.314884295958643
FORGETFUL,bandit,40,1.735,1.8866244737712046,0.2646488867624134,0.37600501789563195,28.8175,0.29805572610237896
FORGETFUL,bandit,41,1.6925,1.7077445380660083,0.29784808083549014,0.40596984293149435,30.535,0.33028460946429133
FORGETFUL,bandit,42,1.8125,1.8965956574057288,0.26426347948632983,0.34659549227669906,28.53,0.2889630833234406
FORGETFUL,bandit,43,1.6925,1.7942522954991187,0.278658814726762,0.38799747416540514,30.0125,0.31146041255835494
FORGETFUL,bandit,44,1.74,1.7993000006129973,0.29754819037746644,0.400408045663324,28.9925,0.3284061469632236
FORGETFUL,bandit,45,1.7025,1.7573749859957573,0.2960340180907931,0.39795134339343946,30.9425,0.3266092156815871
FORGETFUL,bandit,46,1.7,1.7828786737318598,0.27487136767999515,0.37876870581991695,29.0125,0.30604056912197175
FORGETFUL,bandit,47,1.785,1.852420214481412,0.28950076733801033,0.383053769316325,28.33,0.31756666793150473
