agent_type,reward_function,run_number,avg_final_state,avg_avg_state,avg_accuracy,avg_engagement,avg_questions_answered,avg_total_reward
bandit,correctness,1,2.045,2.030405667479646,0.33021290429493233,0.40035819712255943,14.835,0.33021290429493233
bandit,correctness,2,2.07,2.0438640717323726,0.3135600177991501,0.39298480065056424,11.655,0.3135600177991501
bandit,correctness,3,1.96,1.9268368896105188,0.32506431630105714,0.4205315478552207,13.5725,0.32506431630105714
bandit,correctness,4,1.875,1.84534083270959,0.32972141983747294,0.4321059088845621,13.35,0.32972141983747294
bandit,correctness,5,2.135,2.1221748265990446,0.2913091176187328,0.36866376163882153,12.5575,0.2913091176187328
bandit,correctness,6,2.1875,2.1334489981501497,0.3221184754887559,0.3909443834770975,14.5825,0.3221184754887559
bandit,correctness,7,2.1075,2.076802804519158,0.297862420510708,0.38703390528253984,14.08,0.297862420510708
bandit,correctness,8,2.03,1.9827227741878408,0.3241067169577447,0.39052698634817423,13.1325,0.3241067169577447
bandit,correctness,9,2.075,2.0459708229733,0.3214767463170226,0.40947337542594153,14.065,0.3214767463170226
bandit,correctness,10,2.0125,1.9725938980969056,0.3402217715447496,0.40567064929259844,15.005,0.3402217715447496
bandit,correctness,11,2.1425,2.0916721268468086,0.34610298389754507,0.39234736744024984,16.34,0.34610298389754507
bandit,correctness,12,2.0325,1.996552523394866,0.33689038904781016,0.39402170849631857,13.2725,0.33689038904781016
bandit,correctness,13,2.0825,2.0485955689166797,0.31326401520520486,0.38167334762940613,13.435,0.31326401520520486
bandit,correctness,14,2.1075,2.0665937913420342,0.3327460612579547,0.39953325964339825,13.1425,0.3327460612579547
bandit,correctness,15,1.9975,1.977432116028281,0.3169063271978926,0.4124834596018421,14.605,0.3169063271978926
bandit,correctness,16,1.985,1.9467259622422861,0.33585482491645285,0.3943938157731797,14.205,0.33585482491645285
bandit,correctness,17,2.0275,1.9805890473040229,0.33006775244058195,0.4107737730806841,15.5125,0.33006775244058195
bandit,correctness,18,2.0925,2.0572017082332166,0.32293091143960156,0.38957744893133756,14.8275,0.32293091143960156
bandit,correctness,19,2.0075,1.9832873988933017,0.3314186396584822,0.4122767610831962,15.6025,0.3314186396584822
bandit,correctness,20,2.085,2.0505569959436953,0.31455127979847997,0.3852450299218118,15.3,0.31455127979847997
bandit,correctness,21,2.15,2.1287352171337544,0.3114572796866344,0.373467690824238,13.15,0.3114572796866344
bandit,correctness,22,2.0675,2.007258422447628,0.3218948305135288,0.3877517878179492,12.5675,0.3218948305135288
bandit,correctness,23,2.1275,2.106770189481499,0.3154154095496757,0.39598733488902726,13.2625,0.3154154095496757
bandit,correctness,24,2.06,2.0115817330152135,0.3041733179889578,0.3704075803213728,11.1775,0.3041733179889578
bandit,correctness,25,1.9375,1.9238169889993402,0.30701043320267085,0.4223814750647507,12.61,0.30701043320267085
bandit,correctness,26,2.055,2.0323390790220324,0.30975768684704075,0.38954993033739604,12.4725,0.30975768684704075
bandit,correctness,27,2.1825,2.139302510012216,0.30479958054306133,0.3656869008010304,13.6825,0.30479958054306133
bandit,correctness,28,2.11,2.0852036852332,0.28180823766628293,0.3742090429061222,13.415,0.28180823766628293
bandit,correctness,29,2.1025,2.0886199585214302,0.28624400661484495,0.3609622202131614,13.8175,0.28624400661484495
bandit,correctness,30,2.035,2.0111665102411473,0.29427905329812043,0.38535975774002323,14.245,0.29427905329812043
bandit,engagement,1,1.97,1.9670778827488937,0.3102340968224956,0.44389906032242804,16.4275,0.44389906032242804
bandit,engagement,2,1.8375,1.7983853808602128,0.3548756006402807,0.491598645143343,20.4475,0.491598645143343
bandit,engagement,3,1.9,1.903932826658224,0.31417035824481215,0.45885139231509486,15.945,0.45885139231509486
bandit,engagement,4,2.0575,2.059014283761727,0.3092527639109127,0.4097173155113474,14.8175,0.4097173155113474
bandit,engagement,5,1.935,1.9393799235799885,0.30673741367441354,0.4435209302306419,14.92,0.4435209302306419
bandit,engagement,6,1.9675,1.9750344346012696,0.3244604050413837,0.4346708687075663,18.4425,0.4346708687075663
bandit,engagement,7,2.055,2.041753241176577,0.327177852425681,0.41811892036546255,15.285,0.41811892036546255
bandit,engagement,8,1.9925,1.9607273086493506,0.3277040143696563,0.432819845382437,18.36,0.432819845382437
bandit,engagement,9,1.9075,1.9204551776507963,0.3120641136114666,0.40654324174825635,15.7425,0.40654324174825635
bandit,engagement,10,1.9925,1.9644493166200636,0.309927844909471,0.4320872235288771,15.0825,0.4320872235288771
bandit,engagement,11,1.9775,1.9607933548414351,0.3079662882890288,0.4440550025525086,18.3825,0.4440550025525086
bandit,engagement,12,2.0425,2.0242797791850813,0.29859730198325646,0.41279962950688487,15.705,0.41279962950688487
bandit,engagement,13,1.9625,1.982553281495692,0.31097159993190554,0.4152398733686603,14.7375,0.4152398733686603
bandit,engagement,14,2.0125,1.9974199669482278,0.32288340889623585,0.42500609984259624,18.735,0.42500609984259624
bandit,engagement,15,1.8425,1.8359792602960403,0.32785468225331543,0.44613212096109917,18.7125,0.44613212096109917
bandit,engagement,16,1.9075,1.908478661584206,0.31006116974495784,0.4501634185308583,16.525,0.4501634185308583
bandit,engagement,17,2.0125,1.9842240166101914,0.314013544062031,0.42045316997142484,18.4725,0.42045316997142484
bandit,engagement,18,1.9,1.896220604176064,0.29563694482793246,0.4381370038115846,13.945,0.4381370038115846
bandit,engagement,19,1.9475,1.917949326934619,0.3197766682511003,0.4545537611471922,17.015,0.4545537611471922
bandit,engagement,20,1.95,1.9242536020182164,0.3197776951916571,0.43665991512064045,14.54,0.43665991512064045
bandit,engagement,21,2.1125,2.0904614186081063,0.29422373685210623,0.4032685481096825,14.6075,0.4032685481096825
bandit,engagement,22,1.9825,1.9846660512428418,0.29498277838788867,0.42161244641875695,13.635,0.42161244641875695
bandit,engagement,23,2.0425,2.043402942356469,0.308253786922907,0.4102997684681034,14.745,0.4102997684681034
bandit,engagement,24,1.9825,1.9612150785347635,0.32292347390505854,0.43866919012929245,18.19,0.43866919012929245
bandit,engagement,25,1.93,1.9167623168362986,0.3251488088438112,0.4346132131931415,16.9625,0.4346132131931415
bandit,engagement,26,2.0375,2.047864616698032,0.31276517689663796,0.40001042225999117,15.6525,0.40001042225999117
bandit,engagement,27,1.9875,1.9459228822912442,0.3305417450466234,0.4425549957593691,16.9875,0.4425549957593691
bandit,engagement,28,2.01,1.9963541420757756,0.29255211639062323,0.39538328488514474,14.305,0.39538328488514474
bandit,engagement,29,2.0175,2.0062075027601933,0.31620451982314907,0.40768468680894593,14.8375,0.40768468680894593
bandit,engagement,30,2.03,2.059204222328814,0.2915549873866561,0.39555596436585566,15.2475,0.39555596436585566
bandit,composite,1,1.9425,1.920740896511394,0.3242032865888265,0.4204338018046677,16.0825,0.3530724411535789
bandit,composite,2,1.9625,1.9374999287617123,0.33775251979089915,0.43380388089830896,18.905,0.3665679281231221
bandit,composite,3,2.0125,2.0111480518865914,0.30651262160291987,0.42244995480039593,14.5175,0.34129382156216265
bandit,composite,4,2.02,2.022254911402741,0.30678401602109645,0.40991394205248227,16.0325,0.3377229938305122
bandit,composite,5,1.985,1.9682360422916565,0.3100373383806979,0.40716350603546414,16.4725,0.3391751886771277
bandit,composite,6,1.995,1.949128919027361,0.3106043285149095,0.4017889008425085,15.975,0.3379597002131892
bandit,composite,7,2.06,2.057786302147715,0.316925652183973,0.3896141231831878,15.835,0.33873219348373745
bandit,composite,8,2.1125,2.089684193130925,0.3235956619851663,0.392039668693108,16.3325,0.34412886399754883
bandit,composite,9,2.1575,2.1166117272802727,0.3111882488064544,0.3727861235441614,16.8925,0.32966761122776655
bandit,composite,10,2.1125,2.084776771445511,0.3194499843999166,0.4069440420302331,16.065,0.34569820168901155
bandit,composite,11,2.0875,2.140900177861661,0.29789860076800617,0.38042771951388543,14.9925,0.32265733639176986
