agent_type,reward_function,run_number,avg_final_state,avg_avg_state,avg_accuracy,avg_engagement,avg_questions_answered,avg_total_reward
bandit,correctness,1,2.14,2.0743737019573243,0.35245128388502417,0.41029691532176443,49.925,0.35245128388502417
bandit,correctness,2,2.155,2.0622694182207884,0.36633238855952605,0.41066626422804264,49.8075,0.36633238855952605
bandit,correctness,3,2.105,2.0556120044656394,0.3682922526559562,0.4151930499311793,45.24,0.3682922526559562
bandit,correctness,4,2.1575,2.104397024050668,0.3614976415958149,0.3779704164136329,43.53,0.3614976415958149
bandit,correctness,5,1.995,2.015757174194032,0.36038719864219604,0.4059597777514014,46.385,0.36038719864219604
bandit,correctness,6,2.145,2.069965041023831,0.38473511755316053,0.4113272314825824,51.6125,0.38473511755316053
bandit,correctness,7,2.155,2.115980047866696,0.35112603594968983,0.3763299724778673,40.1075,0.35112603594968983
bandit,correctness,8,2.2125,2.0992869235066407,0.3628904052192874,0.4148355849092272,47.09,0.3628904052192874
bandit,correctness,9,2.195,2.105088319607571,0.37446966241006185,0.40134832887434746,53.8225,0.37446966241006185
bandit,correctness,10,2.2,2.137778602275262,0.369065243971123,0.4107696427179699,46.2775,0.369065243971123
bandit,correctness,11,2.2125,2.1302197810313253,0.3633373282705615,0.398269679044363,48.2775,0.3633373282705615
bandit,correctness,12,2.1525,2.105947228831417,0.37177346389608856,0.40646247887204184,50.82,0.37177346389608856
bandit,correctness,13,2.21,2.1213192792898172,0.35824129782747277,0.38785200483876653,46.175,0.35824129782747277
bandit,correctness,14,2.195,2.1453022578142322,0.355611036031616,0.38749777639495525,47.7425,0.355611036031616
bandit,correctness,15,2.21,2.1339137256309493,0.36473905247129557,0.3979605964969151,44.655,0.36473905247129557
bandit,correctness,16,2.11,2.053348183672382,0.370837087147096,0.4149299761603002,48.74,0.370837087147096
bandit,correctness,17,2.135,2.0298889105217595,0.38713814767660537,0.42012378640472137,48.0175,0.38713814767660537
bandit,correctness,18,2.005,1.8892776039846388,0.38433709550589834,0.4534329181170413,47.8,0.38433709550589834
bandit,correctness,19,2.0725,2.041759047739673,0.3798695303938338,0.4106400850618236,49.215,0.3798695303938338
bandit,correctness,20,2.07,2.028312564152176,0.35967139396888936,0.4147336993924827,47.5175,0.35967139396888936
bandit,correctness,21,2.1325,1.9894910959790182,0.38259101183672856,0.42767796723641566,48.0175,0.38259101183672856
bandit,correctness,22,2.0225,1.943797318888523,0.4004755279892636,0.42553126657867113,47.71,0.4004755279892636
bandit,correctness,23,1.9875,1.9513372356559149,0.3726805298504533,0.42572394763059196,48.8325,0.3726805298504533
bandit,correctness,24,2.1,2.0650683469060005,0.3686056921762087,0.417504866250563,51.15,0.3686056921762087
bandit,correctness,25,2.1925,2.088970315231505,0.38261086689817264,0.426214778647025,50.4975,0.38261086689817264
bandit,correctness,26,2.095,2.0388178680130773,0.3783245794611001,0.4392828554871333,45.7975,0.3783245794611001
bandit,correctness,27,2.0225,1.976924283262955,0.3840125159047993,0.4199067045476321,48.745,0.3840125159047993
bandit,correctness,28,2.1675,2.0642165600390983,0.39266087486591855,0.4238952901248288,50.7,0.39266087486591855
bandit,correctness,29,2.1875,2.130207341326301,0.3491361871516064,0.37786694353228284,47.315,0.3491361871516064
bandit,correctness,30,2.18,2.0532664614409732,0.3824313109111009,0.4031549423528529,48.6825,0.3824313109111009
