lambda,agent_type,run,avg_final_state,avg_avg_state,avg_accuracy,avg_engagement,avg_questions_answered,avg_total_reward
0.71,bandit,49,2.0025,1.9290072453555518,0.36855115654560505,0.46703556835578397,58.8425,0.39711163597055704
0.71,bandit,50,1.9975,1.9643645618148,0.3607292219832111,0.4412190870574683,60.66,0.3840712828547457
0.71,pomdp,1,2.13,2.184284270953672,0.523050576191377,0.5601720251022992,81.63,0.5338157963755445
0.71,pomdp,2,2.1875,2.2231403052293137,0.5273495903467442,0.5570159562464887,79.025,0.5359528364576702
0.71,pomdp,3,2.0575,2.100711248564496,0.5304355611158103,0.5423887416916588,76.7775,0.5339019834828064
0.71,pomdp,4,2.0575,2.105757089142712,0.5209468081802124,0.5235250946109851,68.0725,0.5216945112451365
0.71,pomdp,5,2.175,2.214340891160721,0.5402890554079334,0.5340050904946188,75.73,0.5384667055830721
0.71,pomdp,6,2.1725,2.2941913624152352,0.5181094389765147,0.5326327239565325,61.86,0.52232119162072
0.71,pomdp,7,2.0375,2.062674413761843,0.5404351609653796,0.534742539354325,67.8075,0.5387843006981737
0.71,pomdp,8,2.1125,2.2158094295616957,0.5319896107462938,0.5820745433648725,76.3475,0.5465142412056817
0.71,pomdp,9,2.0525,2.1428208478740385,0.5360271958450773,0.5157714398020956,70.66,0.5301530265926127
0.71,pomdp,10,2.0875,2.122107817601687,0.5408229268364495,0.5414271494810086,79.4,0.5409981514033716
0.71,pomdp,11,2.08,2.103154580524404,0.5215857401931838,0.5571661908818345,78.445,0.5319040708928925
0.71,pomdp,12,2.1975,2.235584727517938,0.5387701599915655,0.5500247142838219,78.0475,0.5420339807363199
0.71,pomdp,13,2.1025,2.15272716833949,0.5223786221837525,0.5456621559064366,73.835,0.5291308469633309
0.71,pomdp,14,2.11,2.150064171364118,0.5383998369387726,0.5572663246483113,78.2575,0.5438711183745388
0.71,pomdp,15,2.0825,2.1282048643833176,0.5194835793407492,0.5501001375782516,74.83,0.5283623812296249
0.71,pomdp,16,2.1425,2.2399161102262153,0.5595299308790835,0.5577883885388908,80.055,0.5590248836004277
0.71,pomdp,17,2.0575,2.1110310137115915,0.5347549397665401,0.5203483831586221,74.2325,0.530577038350244
0.71,pomdp,18,2.0125,2.0815399298129096,0.5557544045452044,0.5432894567164002,74.8525,0.5521395696748512
0.71,pomdp,19,2.15,2.213603670193389,0.5190141010482755,0.5143255711460911,75.785,0.517654427376642
0.71,pomdp,20,2.0225,2.0471702931049442,0.5097786364381682,0.5250488157795224,69.115,0.5142069884471608
0.71,pomdp,21,1.98,2.083528480061673,0.5227845559793569,0.5463314195087369,72.62,0.5296131464028772
0.71,pomdp,22,2.2,2.269820759666654,0.5438819617755162,0.5491562473492586,77.8175,0.5454115045919016
0.71,pomdp,23,2.015,2.02226102433522,0.5404490008608505,0.5163183628224876,72.515,0.5334511158297253
0.71,pomdp,24,2.18,2.247129629791454,0.5562247772949728,0.564302068623177,76.9025,0.558567191780152
0.71,pomdp,25,2.1575,2.2440110465953476,0.5324138428021249,0.5510811227170199,77.5625,0.5378273539774444
0.71,pomdp,26,2.1875,2.2262738771935306,0.5537272033894546,0.5542737115014036,77.265,0.5538856907419197
0.71,pomdp,27,2.1725,2.2213096919555166,0.5352519846347366,0.5118763241590023,70.775,0.5284730430967737
0.71,pomdp,28,2.12,2.233800322490824,0.5594566765600626,0.5809019936881186,92.3025,0.565675818527199
0.71,pomdp,29,2.0675,2.1004561386838385,0.5348883508076183,0.5323004380887498,78.5475,0.5341378561191464
0.71,pomdp,30,2.0575,2.113513449448945,0.5187851644812909,0.5146404781498659,58.265,0.5175832054451778
0.71,pomdp,31,2.19,2.248479170915667,0.5389737922326079,0.5100641726351833,71.725,0.5305900025493547
0.71,pomdp,32,2.0575,2.1358537503136645,0.5314959685717484,0.5454982182558952,80.4825,0.535556620980151
0.71,pomdp,33,2.1525,2.2118594239422475,0.5358152856867493,0.5182056941435885,68.8325,0.5307085041392327
0.71,pomdp,34,2.105,2.2130371319063595,0.5171324501065149,0.5380690503620521,74.48,0.5232040641806208
0.71,pomdp,35,2.1475,2.231821636692334,0.5392721171228162,0.5388639726798014,72.1925,0.539153755234342
0.71,pomdp,36,2.13,2.211871086128958,0.5322875880857566,0.5584035369699695,74.605,0.5398612132621783
0.71,pomdp,37,2.0925,2.173846006354111,0.5330063195645818,0.5327266039256549,72.7075,0.5329252020292929
0.71,pomdp,38,2.1875,2.232980964904805,0.5324609586029342,0.540649677976799,72.145,0.534835687221355
0.71,pomdp,39,2.0,2.0349754526784416,0.5424708746472114,0.5498950632701474,77.4475,0.5446238893478629
0.71,pomdp,40,2.06,2.1320965726441243,0.527750917874039,0.5095251201735604,67.2125,0.5224654365409003
0.71,pomdp,41,2.0575,2.1297117877640064,0.5126231749809598,0.5415738661231783,67.96,0.521018875412203
0.71,pomdp,42,2.0975,2.1667440476880024,0.5215248439986198,0.5311979936540177,67.385,0.5243300573986852
0.71,pomdp,43,2.1975,2.288872386406472,0.5293083202976213,0.5615121761084348,87.4725,0.5386474384827572
0.71,pomdp,44,2.3675,2.3951814174285873,0.5351130140756379,0.5323865308502822,77.6925,0.5343223339402847
0.71,pomdp,45,2.0875,2.14931006899968,0.5380835525517211,0.5207747242785582,74.6175,0.5330639923525039
0.71,pomdp,46,2.09,2.195189513928577,0.5223766143360902,0.5153033461507115,68.61,0.5203253665623303
0.71,pomdp,47,2.1425,2.194778056865713,0.5281063045037023,0.5410221611665779,70.795,0.5318519029359362
0.71,pomdp,48,2.15,2.2274321875708716,0.524868627905787,0.5339553848881465,76.2175,0.5275037874306713
0.71,pomdp,49,2.0325,2.0368434592044373,0.5578088025884334,0.5497836659895825,78.52,0.5554815129747666
0.71,pomdp,50,2.0925,2.194997665605324,0.5331101521446325,0.5531910729358315,77.71,0.5389336191740802
0.72,bandit,1,2.04,1.9223095386454798,0.38527756016553744,0.46242670738622194,65.9475,0.40687932138732913
0.72,bandit,2,2.0175,1.9697822787434445,0.35649853383694113,0.45216551683009854,52.11,0.38328528907502524
0.72,bandit,3,2.06,2.0005848441756893,0.36792152492117225,0.4479586357779857,60.715,0.39033191596107997
0.72,bandit,4,2.17,2.109640957253422,0.33889503693122364,0.41370519388876015,49.46,0.3598418808793339
0.72,bandit,5,2.21,2.107081028035889,0.3324846552313321,0.4105482205237147,50.95,0.35434245351319915
0.72,bandit,6,2.1525,2.0577748348212683,0.3943287316756252,0.4546873915034051,57.355,0.41122915642740354
0.72,bandit,7,2.0825,2.037333649623165,0.39343402094327573,0.4509489449724606,62.145,0.40953819967144756
0.72,bandit,8,2.15,2.0844350038853143,0.35018575420252246,0.4208721654717966,51.7025,0.3699779493579193
0.72,bandit,9,2.125,2.0697303401552123,0.37680627379422643,0.42098921028802927,54.49,0.3891774960124913
0.72,bandit,10,2.035,2.0059080854171243,0.35673876349416944,0.44374207168626995,52.305,0.38109968978795755
0.72,bandit,11,2.16,2.0790072746096486,0.3418151578964694,0.4194785066118362,51.655,0.36356089553677207
0.72,bandit,12,2.005,1.9435808201313818,0.38839898323652094,0.4653880934933835,63.6325,0.40995593410844244
0.72,bandit,13,2.13,2.074692459571912,0.3586043546221036,0.40647203851216196,53.61,0.37200730611132005
0.72,bandit,14,1.995,1.879030249844668,0.3702163007192314,0.4670599057105761,64.26,0.3973325101168079
0.72,bandit,15,2.0675,2.035296846262991,0.35271918695328724,0.41397716352587394,51.2825,0.36987142039361154
0.72,bandit,16,2.05,2.0006142681890045,0.38061129794624404,0.4483794407559617,63.4825,0.39958637793296503
0.72,bandit,17,2.0025,1.9528079473555306,0.3823125150536878,0.4480677675742517,52.7775,0.4007239857594457
0.72,bandit,18,2.12,2.0281705865318354,0.34711870122563654,0.4201722447392278,54.6275,0.36757369340944207
0.72,bandit,19,2.035,1.9494847072947095,0.39004322542409997,0.46190020859019393,59.415,0.4101631807106063
0.72,bandit,20,1.9125,1.860096754830313,0.36694372491291416,0.4367306561457458,49.585,0.386484065658107
0.72,bandit,21,2.055,1.991956981671094,0.37015321690334035,0.4576151651970495,62.195,0.39464256242557894
0.72,bandit,22,2.165,2.0714267656389826,0.3485580616106003,0.44030196804518096,56.9275,0.37424635541228296
0.72,bandit,23,2.1475,2.0655747332118555,0.37959353497598497,0.4393035306684834,62.2825,0.39631233376988456
0.72,bandit,24,2.0425,2.040321271768791,0.3864311028510619,0.45477643929933026,65.1525,0.40556779705657703
0.72,bandit,25,2.0375,1.9989955182202193,0.3609954734415345,0.4390391416461407,55.1125,0.3828477005388243
0.72,bandit,26,2.1025,2.0427585086530047,0.3637580283560926,0.4075358739675191,51.735,0.3760158251272921
0.72,bandit,27,1.9925,1.9384961705703125,0.3734948184419513,0.47385283831030406,59.78,0.4015950640050901
0.72,bandit,28,2.095,2.0775435110795675,0.3736377732694868,0.43215843526818026,64.27,0.39002355862912097
0.72,bandit,29,2.125,2.0823061868531623,0.370846779810664,0.4205546369447297,57.6375,0.3847649798082024
0.72,bandit,30,1.9775,1.896816004625121,0.3977947778405948,0.47397799843185817,62.605,0.4191260796061485
0.72,bandit,31,2.065,2.009860344931389,0.3693658878750577,0.43887258098489196,55.955,0.38882776194581126
0.72,bandit,32,2.0575,2.0359772357330086,0.35796374457978986,0.4299231029145531,56.975,0.3781123649135236
0.72,bandit,33,2.23,2.187803412870549,0.33874557927142634,0.3964151621167316,47.2775,0.3548930624681117
0.72,bandit,34,2.015,1.9490552284190574,0.36642658356105234,0.4438270096515342,57.955,0.38809870286638726
0.72,bandit,35,2.025,1.9723974043697958,0.37830915231848977,0.44584545793965286,61.025,0.3972193178924155
0.72,bandit,36,2.0325,1.9827194686523961,0.3594560768309117,0.4431311149620585,49.98,0.3828850875076328
0.72,bandit,37,2.13,2.0941937934640573,0.34204443043818344,0.4059790723384566,47.4525,0.35994613017026
0.72,bandit,38,2.165,2.0847378448513147,0.3567964896978088,0.4192130447334253,61.9575,0.37427312510778143
0.72,bandit,39,2.0025,1.9529636812648679,0.3682990911764263,0.4604574996055746,56.9375,0.3941034455365878
0.72,bandit,40,1.9775,1.8954822155521172,0.39466190396903145,0.48673239242370114,64.1875,0.420441640736339
0.72,bandit,41,2.1025,2.0522159933823145,0.3647769175185088,0.44468745520541186,58.0925,0.38715186807084156
0.72,bandit,42,2.1825,2.1188463834086697,0.3501152048917682,0.43260464884830585,58.0325,0.3732122491995987
0.72,bandit,43,2.18,2.110286544884177,0.3584486307959889,0.405688441857771,58.5625,0.3716757778932879
0.72,bandit,44,2.01,1.9590474868020238,0.3617632246480423,0.4480538836529624,55.8575,0.3859246091694199
0.72,bandit,45,2.0475,1.9922386126532876,0.3675412251519745,0.44195018729309377,58.79,0.38837573455148794
0.72,bandit,46,2.19,2.1179806289784695,0.35137334630869677,0.41626386612034055,60.015,0.369542691855957
0.72,bandit,47,2.19,2.1513213296368847,0.33282147688972086,0.38832667995895803,48.0075,0.34836293374910726
0.72,bandit,48,2.0275,1.9919900917116222,0.3592263632509124,0.4465480111399961,56.7475,0.38367642465985585
0.72,bandit,49,2.1075,2.034380199975771,0.3876161966362106,0.43878742653147973,56.21,0.40194414100688597
0.72,bandit,50,1.93,1.8823417305179175,0.36635411555906444,0.4610776816995156,56.8025,0.3928767140783907
0.72,pomdp,1,2.1075,2.11386836041216,0.5378400036100168,0.5507359535629692,78.6675,0.5414508695968435
0.72,pomdp,2,2.14,2.2475913785360193,0.5394322256901836,0.5201615597861126,71.025,0.5340364392370437
0.72,pomdp,3,2.055,2.1043537231268226,0.5386458511885439,0.5377108224041817,75.66,0.5383840431289225
0.72,pomdp,4,2.1425,2.1491730618063656,0.5400041688363342,0.5188173941415591,74.1575,0.5340718719217972
0.72,pomdp,5,2.13,2.1905389595406426,0.5343132744532935,0.5356002125557269,75.545,0.5346736171219749
0.72,pomdp,6,2.01,2.077482138276459,0.5293800483400403,0.5357786723622517,80.0825,0.5311716630662595
0.72,pomdp,7,2.1975,2.258607781193017,0.5330601252740962,0.5611534097950185,79.62,0.5409262449399544
0.72,pomdp,8,2.105,2.16361504648888,0.522313806534305,0.5391350653708055,75.545,0.5270237590085252
0.72,pomdp,9,2.1625,2.2338647233031725,0.5183219176122836,0.5253833550323245,72.13,0.5202991200898951
0.72,pomdp,10,2.0575,2.137261286048062,0.5257630828040374,0.5281373556878333,74.635,0.5264278792115004
0.72,pomdp,11,2.1425,2.208601160758677,0.5588107737519667,0.5627411939928492,86.905,0.5599112914194139
0.72,pomdp,12,2.0875,2.1483338563042564,0.5376736406697955,0.5520782799112334,77.905,0.5417069396573981
0.72,pomdp,13,2.135,2.260685036797078,0.532935736647592,0.5336859348401896,77.5975,0.5331457921415194
0.72,pomdp,14,2.11,2.2343913808778626,0.5219824709876135,0.5116565361110471,66.3675,0.519091209222175
0.72,pomdp,15,2.1275,2.193091243810155,0.5243134790553952,0.5228273122427738,68.835,0.5238973523478612
0.72,pomdp,16,2.07,2.132660578951449,0.5297920272792065,0.5402107139497719,74.15,0.5327092595469649
0.72,pomdp,17,2.09,2.1526899129594277,0.5550319586454248,0.5409775474277962,78.885,0.5510967235044888
0.72,pomdp,18,2.075,2.1827685474506855,0.534205024414647,0.5237649698630362,70.64,0.5312818091401961
0.72,pomdp,19,2.1625,2.1809218356331193,0.5279258243816467,0.5104741248445204,72.1375,0.5230393485112513
0.72,pomdp,20,2.0675,2.128549418531278,0.5515425532713155,0.5464387532065998,82.855,0.5501134892531951
0.72,pomdp,21,2.1675,2.19118048837761,0.5414813898445615,0.5315428843414524,70.0225,0.538698608303691
0.72,pomdp,22,2.0725,2.105807672015581,0.5283378839991376,0.5576137287828985,79.145,0.5365351205385906
0.72,pomdp,23,2.2,2.2716042836476062,0.5314940371717823,0.549438244173854,76.2475,0.5365184151323624
0.72,pomdp,24,2.1175,2.16262017986755,0.5247972944633719,0.5286105701568677,74.295,0.5258650116575508
0.72,pomdp,25,2.0625,2.1152109357754,0.538312847276647,0.5268546712479005,68.86,0.5351045579885981
0.72,pomdp,26,2.1075,2.161139918827887,0.5483471983765513,0.5082017988160541,72.0575,0.5371064864996121
0.72,pomdp,27,2.1625,2.220725846855913,0.5569110332983636,0.5517030539835261,76.4625,0.5554527990902091
0.72,pomdp,28,2.165,2.2478294015902005,0.5134444009411854,0.5260413525905583,69.5675,0.5169715474030098
0.72,pomdp,29,2.0875,2.1811258931045163,0.5305066689914942,0.5400552541891019,71.1675,0.5331802728468245
0.72,pomdp,30,2.1425,2.208523962269514,0.5208985086088304,0.5151747554026579,70.5525,0.5192958577111021
0.72,pomdp,31,2.1475,2.2343497117605713,0.5265742978482291,0.5382949133197726,73.5875,0.5298560701802612
0.72,pomdp,32,2.13,2.192064373035224,0.5416396424833269,0.5302971755345629,78.0625,0.538463751737673
0.72,pomdp,33,2.1325,2.18382081611573,0.5391844623779993,0.5477082867635765,78.5425,0.541571133205961
0.72,pomdp,34,1.99,2.0617680731409234,0.5224580539320602,0.49546911688571027,66.4825,0.5149011515590822
0.72,pomdp,35,2.1475,2.1990864546000575,0.5544876154417828,0.5342372627825944,81.9175,0.5488175166972101
0.72,pomdp,36,2.185,2.249927391237126,0.5224228334326164,0.5432055358876096,73.205,0.5282419901200144
0.72,pomdp,37,2.075,2.108147294954476,0.5299019807554736,0.49935951125457934,70.94,0.5213500892952232
0.72,pomdp,38,1.9775,2.018815859581861,0.5316289659837895,0.5397023248232586,74.8,0.5338895064588409
0.72,pomdp,39,2.0175,2.086254227412165,0.53602353598388,0.5451881951471436,70.6425,0.5385896405495937
0.72,pomdp,40,2.035,2.1072860825635535,0.5282244757356819,0.5250224064627174,68.7025,0.5273278963392517
0.72,pomdp,41,2.085,2.137378635362726,0.537306420378032,0.5313393009303492,73.225,0.5356356269326809
0.72,pomdp,42,2.1,2.1648741090484167,0.5294739075726151,0.5498640070698813,71.165,0.5351831354318497
0.72,pomdp,43,2.1725,2.182230587984307,0.5162410069659924,0.5096054444890915,65.8675,0.51438304947246
0.72,pomdp,44,2.0525,2.094868176666204,0.553877961144593,0.5046035614597754,69.4725,0.5400811292328441
0.72,pomdp,45,2.1775,2.2408048113951353,0.5092733162412644,0.5456465969686958,68.0025,0.5194578348449452
0.72,pomdp,46,2.095,2.142010759825498,0.5288565864082085,0.5267061500218557,63.73,0.5282544642200299
0.72,pomdp,47,2.1825,2.2068173850502375,0.5226117834582323,0.5175064863992769,66.1075,0.5211823002817249
0.72,pomdp,48,2.125,2.1996501937917228,0.5435096179995282,0.5412662253364179,82.06,0.5428814680538574
0.72,pomdp,49,2.1725,2.214300633575585,0.521411837484559,0.5387508716639325,75.64,0.5262667670547836
0.72,pomdp,50,2.125,2.166786413324296,0.5415310494187299,0.5139482474341266,75.585,0.533807864863041
0.73,bandit,1,1.9875,1.9920061408713918,0.3730976684013196,0.4441720776402138,56.52,0.392287758895821
0.73,bandit,2,2.1075,2.040133389966274,0.35312035694340765,0.41907272029887727,53.47,0.3709274950493844
0.73,bandit,3,2.05,2.0206600861621014,0.37049047506683874,0.4451431295587159,57.68,0.3906466917796456
0.73,bandit,4,2.05,2.005435203771619,0.3808248673229263,0.44324515832591865,61.275,0.39767834589373424
0.73,bandit,5,2.0325,1.9767455510519858,0.3925385010385922,0.47103302094145455,65.45,0.41373202141236504
0.73,bandit,6,2.0075,1.933601052961938,0.3784372085132304,0.45471165842973504,56.7925,0.39903130999068664
0.73,bandit,7,2.14,2.076073501717997,0.3644362540363401,0.42089566943604134,53.445,0.37968029619425936
0.73,bandit,8,2.0275,2.0108534310738055,0.35356968459998683,0.43454656434687533,51.8575,0.37543344213164676
0.73,bandit,9,2.1075,2.040996272503887,0.3601109701146397,0.43728131660679104,58.3975,0.38094696366752046
0.73,bandit,10,2.035,2.0411930192048273,0.34475071044441463,0.4355308864015965,52.7075,0.3692613579528537
0.73,bandit,11,2.1075,2.0670032791575013,0.3754571892524205,0.4459844232673187,57.675,0.394499542436443
0.73,bandit,12,2.0325,2.013216489854536,0.3729376911148472,0.44990700264695505,62.2825,0.3937194052285163
0.73,bandit,13,2.05,1.9767929225693104,0.35888308379984496,0.44692125361187784,56.28,0.38265338964909384
0.73,bandit,14,2.07,2.0079716131236593,0.36883083808014033,0.4360060411482168,55.27,0.38696814290852094
0.73,bandit,15,2.1525,2.1052694295828345,0.3522531453472774,0.41391642075238694,53.1425,0.368902229706657
0.73,bandit,16,1.9725,1.9409777141758742,0.3879301752635334,0.4569110590742433,64.7675,0.40655501389242493
0.73,bandit,17,2.175,2.15264113607091,0.3594800094818048,0.4172466571886744,52.4375,0.37507700436265956
0.73,bandit,18,2.1275,2.112598794984084,0.3664402802735111,0.4395811820877539,55.2275,0.3861883237633566
0.73,bandit,19,2.0675,2.030326636419685,0.3643188457722726,0.4318502749185758,52.26,0.3825523316417745
0.73,bandit,20,2.01,1.9481701871451946,0.3778464491906963,0.47158122311546335,55.03,0.4031548381503835
0.73,bandit,21,2.0775,2.0552590419341628,0.3593676451969565,0.40961349970247957,55.0175,0.3729340259134477
0.73,bandit,22,2.085,2.102366239867262,0.32846218230761565,0.4061409628899011,47.165,0.3494354530648327
0.73,bandit,23,2.085,1.9958740476441945,0.38684391046218053,0.4502424628289576,64.225,0.40396151960121046
0.73,bandit,24,2.08,2.0130899319419386,0.3569596547998603,0.4316276930317367,53.62,0.37712002512246684
0.73,bandit,25,2.11,2.0408007476769465,0.3445709358627445,0.4308391290491816,53.815,0.3678633480230825
0.73,bandit,26,1.95,1.92197414633067,0.38907657066298557,0.47651114622553015,65.3375,0.4126839060648726
0.73,bandit,27,2.06,1.9840466094553977,0.3608421057258028,0.4542859080595656,56.5525,0.38607193235591875
0.73,bandit,28,2.065,1.9837267414932223,0.36106684402796346,0.43957742631392216,55.0725,0.38226470124517226
0.73,bandit,29,2.0575,2.0099328435861854,0.3738094331150367,0.45616546108985145,62.925,0.3960455606682366
0.73,bandit,30,2.1375,2.068250762865873,0.3714863078133125,0.43897368986858365,59.0025,0.38970790096823565
0.73,bandit,31,2.0675,2.06368673402646,0.3520174589699826,0.417265716287864,55.3925,0.36963448844581054
0.73,bandit,32,1.9875,1.9008362539826649,0.38188194654678453,0.46667593159434445,63.0,0.4047763225096257
0.73,bandit,33,2.0575,2.0054640280713603,0.35493316402888575,0.4422590338116993,58.2325,0.37851114887024534
0.73,bandit,34,2.0575,2.0482892704530076,0.3438073550432568,0.4303388136439857,48.445,0.36717084886545365
0.73,bandit,35,2.1725,2.1242522465972105,0.3396431957489191,0.4111004961604957,51.2075,0.3589366668600448
0.73,bandit,36,2.11,1.9937161684914133,0.37269142433286945,0.44847067847081434,58.825,0.3931518229501145
0.73,bandit,37,2.1225,2.082900110109355,0.36093740292372317,0.41296274709890407,57.04,0.37498424585102197
0.73,bandit,38,2.1,2.0404816262955547,0.35678260046876714,0.4088627247041643,57.8075,0.3708442340123244
0.73,bandit,39,2.1625,2.0918725895671244,0.3791983531513455,0.4147887205370106,58.31,0.388807752345475
0.73,bandit,40,2.075,2.0221673363857615,0.38406281274144305,0.43402323894615796,58.6975,0.3975521278167161
0.73,bandit,41,2.08,2.0265908499809644,0.3348519450453587,0.4430396885352177,56.38,0.3640626357876206
0.73,bandit,42,2.035,1.9790603892004923,0.350208170566832,0.43585418161567147,55.15,0.3733325935500187
0.73,bandit,43,2.1575,2.117103056558558,0.3380826692695446,0.39182477596629395,50.1575,0.3525930380776669
0.73,bandit,44,2.0975,2.052021692319839,0.3658135047820771,0.4165408284742274,51.355,0.3795098821789577
0.73,bandit,45,2.1025,2.055206638139666,0.3494665554342419,0.4356433978328637,53.4525,0.3727343028818697
0.73,bandit,46,2.12,2.0509804529808293,0.37323900088636763,0.45257192194111695,60.5375,0.39465888957115
0.73,bandit,47,2.0325,2.002447358628394,0.3808791186166114,0.4635063679633604,60.295,0.40318847594023366
0.73,bandit,48,2.015,1.9941248198374983,0.37282223368077594,0.4521647580693123,58.31,0.3942447152656808
0.73,bandit,49,2.11,2.0404642821805337,0.3690632256386697,0.43986531312941607,61.215,0.3881797892611712
0.73,bandit,50,2.03,1.9927413163131726,0.36810108165447614,0.44001310814307665,59.65,0.3875173288063983
0.73,pomdp,1,2.1,2.147150750801697,0.5192037322532975,0.5177771686505286,62.3075,0.5188185600805498
0.73,pomdp,2,2.1775,2.285006552717215,0.5358288547680933,0.5377166132872896,77.255,0.5363385495682762
0.73,pomdp,3,2.1025,2.1638350698791315,0.5356439446259872,0.530895983080817,74.97,0.5343619950087912
